query_event_id,query_cause,query_corridor,query_is_planned,retrieved_event_id,retrieved_cause,retrieved_corridor,final_similarity_score,gower_component,hybrid_component,retrieved_duration_min,retrieved_closure,retrieved_priority,rank,retrieval_stage
FKID004885,public_event,Non-corridor,True,FKID004906,public_event,Non-corridor,0.9272,0.8507,0.9783,241.5,0,Low,5,stage1_only
FKID004887,public_event,Non-corridor,True,FKID004884,public_event,Non-corridor,1.0,1.0,1.0,52.8,0,Low,1,stage1_only
FKID004887,public_event,Non-corridor,True,FKID004885,public_event,Non-corridor,0.9998,0.9994,1.0,60.0,0,Low,2,stage1_only
FKID004887,public_event,Non-corridor,True,FKID004609,public_event,Non-corridor,0.9612,0.9292,0.9826,240.3,0,Low,3,stage1_only
FKID004887,public_event,Non-corridor,True,FKID006650,public_event,Non-corridor,0.9479,0.9287,0.9607,0.6,0,Low,4,stage1_only
FKID004887,public_event,Non-corridor,True,FKID004906,public_event,Non-corridor,0.927,0.8502,0.9783,241.5,0,Low,5,stage1_only
FKID004901,procession,Non-corridor,True,FKID004753,procession,Non-corridor,0.9881,0.9836,0.9911,86.8,0,Low,1,stage1_only
FKID004901,procession,Non-corridor,True,FKID005354,procession,Non-corridor,0.9866,0.9799,0.9911,0.3,0,Low,2,stage1_only
FKID004901,procession,Non-corridor,True,FKID000478,procession,Non-corridor,0.9325,0.8991,0.9547,0.3,0,Low,3,stage1_only
FKID004901,procession,Non-corridor,True,FKID005248,procession,Non-corridor,0.9324,0.8374,0.9957,1440.0,0,Low,4,stage1_only
FKID004901,procession,Non-corridor,True,FKID006838,procession,Non-corridor,0.9223,0.8583,0.965,0.1,0,Low,5,stage1_only
FKID004902,procession,Non-corridor,True,FKID004753,procession,Non-corridor,0.9862,0.9789,0.9911,86.8,0,Low,1,stage1_only
FKID004902,procession,Non-corridor,True,FKID005354,procession,Non-corridor,0.9836,0.9722,0.9911,0.3,0,Low,2,stage1_only
FKID004902,procession,Non-corridor,True,FKID005248,procession,Non-corridor,0.9354,0.8451,0.9957,1440.0,0,Low,3,stage1_only
FKID004902,procession,Non-corridor,True,FKID000478,procession,Non-corridor,0.9294,0.8914,0.9547,0.3,0,Low,4,stage1_only
FKID004902,procession,Non-corridor,True,FKID006838,procession,Non-corridor,0.9193,0.8506,0.965,0.1,0,Low,5,stage1_only
FKID004906,public_event,Non-corridor,True,FKID004609,public_event,Non-corridor,0.9658,0.921,0.9957,240.3,0,Low,1,stage1_only
FKID004906,public_event,Non-corridor,True,FKID006105,public_event,Non-corridor,0.9579,0.9339,0.9739,67.6,0,Low,2,stage1_only
FKID004906,public_event,Non-corridor,True,FKID005167,public_event,Non-corridor,0.9384,0.8593,0.9911,1440.0,0,Low,3,stage1_only
FKID004906,public_event,Non-corridor,True,FKID004527,public_event,Non-corridor,0.9377,0.8508,0.9957,1440.0,0,Low,4,stage1_only
FKID004906,public_event,Non-corridor,True,FKID006650,public_event,Non-corridor,0.9351,0.8642,0.9824,0.6,0,Low,5,stage1_only
FKID005098,public_event,Non-corridor,True,FKID005099,public_event,Non-corridor,0.9999,0.9999,1.0,111.2,0,Low,1,stage1_only
FKID005098,public_event,Non-corridor,True,FKID002440,public_event,Non-corridor,0.983,0.9711,0.9909,0.2,0,Low,2,stage1_only
FKID005098,public_event,Non-corridor,True,FKID002445,public_event,Non-corridor,0.9491,0.9119,0.9739,67.6,0,Low,3,stage1_only
FKID005098,public_event,Non-corridor,True,FKID006806,public_event,Non-corridor,0.9491,0.9119,0.9739,67.6,0,Low,4,stage1_only
FKID005098,public_event,Non-corridor,True,FKID004906,public_event,Non-corridor,0.9193,0.8794,0.9458,241.5,0,Low,5,stage1_only
FKID005099,public_event,Non-corridor,True,FKID005098,public_event,Non-corridor,0.9999,0.9999,1.0,113.1,0,Low,1,stage1_only
FKID005099,public_event,Non-corridor,True,FKID002440,public_event,Non-corridor,0.983,0.9712,0.9909,0.2,0,Low,2,stage1_only
FKID005099,public_event,Non-corridor,True,FKID002445,public_event,Non-corridor,0.9492,0.9121,0.9739,67.6,0,Low,3,stage1_only
FKID005099,public_event,Non-corridor,True,FKID006806,public_event,Non-corridor,0.9492,0.9121,0.9739,67.6,0,Low,4,stage1_only
FKID005099,public_event,Non-corridor,True,FKID004906,public_event,Non-corridor,0.9192,0.8793,0.9458,241.5,0,Low,5,stage1_only
FKID005127,procession,Non-corridor,True,FKID005354,procession,Non-corridor,0.9982,0.9955,1.0,0.3,0,Low,1,stage1_only
FKID005127,procession,Non-corridor,True,FKID004753,procession,Non-corridor,0.99,0.9881,0.9913,86.8,0,Low,2,stage1_only
FKID005127,procession,Non-corridor,True,FKID000478,procession,Non-corridor,0.9305,0.8945,0.9545,0.3,0,Low,3,stage1_only
FKID005127,procession,Non-corridor,True,FKID005248,procession,Non-corridor,0.9298,0.8314,0.9955,1440.0,0,Low,4,stage1_only
FKID005127,procession,Non-corridor,True,FKID006838,procession,Non-corridor,0.9248,0.8643,0.9652,0.1,0,Low,5,stage1_only
FKID005136,public_event,Non-corridor,True,FKID004641,public_event,Non-corridor,0.9539,0.8977,0.9913,1440.0,1,Low,1,stage1_only
FKID005136,public_event,Non-corridor,True,FKID004711,public_event,Non-corridor,0.921,0.8841,0.9457,1440.0,1,Low,2,stage1_only
FKID005136,public_event,Non-corridor,True,FKID001691,public_event,Non-corridor,0.9171,0.7994,0.9955,234.2,1,Low,3,stage1_only
FKID005136,public_event,Non-corridor,True,FKID001801,public_event,Non-corridor,0.9079,0.7959,0.9826,67.6,1,Low,4,stage1_only
FKID005136,public_event,Non-corridor,True,FKID004426,public_event,Non-corridor,0.9079,0.7959,0.9826,67.6,1,Low,5,stage1_only
FKID005167,public_event,Non-corridor,True,FKID004527,public_event,Non-corridor,0.9767,0.9617,0.9868,1440.0,0,Low,1,stage1_only
FKID005167,public_event,Non-corridor,True,FKID005291,public_event,Non-corridor,0.9431,0.8969,0.9739,1440.0,0,Low,2,stage1_only
FKID005167,public_event,Non-corridor,True,FKID004906,public_event,Non-corridor,0.9384,0.8593,0.9911,241.5,0,Low,3,stage1_only
FKID005167,public_event,Non-corridor,True,FKID004609,public_event,Non-corridor,0.9132,0.7899,0.9955,240.3,0,Low,4,stage1_only
FKID005167,public_event,Non-corridor,True,FKID006105,public_event,Non-corridor,0.8963,0.7931,0.965,67.6,0,Low,5,stage1_only
FKID005248,procession,Non-corridor,True,FKID005354,procession,Non-corridor,0.9281,0.827,0.9955,0.3,0,Low,1,stage1_only
FKID005248,procession,Non-corridor,True,FKID004753,procession,Non-corridor,0.9216,0.824,0.9868,86.8,0,Low,2,stage1_only
FKID005248,procession,Non-corridor,True,FKID003153,procession,Non-corridor,0.8755,0.7759,0.9419,376.5,0,Low,3,stage1_only
FKID005248,procession,Non-corridor,True,FKID000478,procession,Non-corridor,0.8739,0.7461,0.9591,0.3,0,Low,4,stage1_only
FKID005248,procession,Non-corridor,True,FKID006838,procession,Non-corridor,0.8695,0.7327,0.9607,0.1,0,Low,5,stage1_only
FKID005271,procession,Non-corridor,True,FKID006838,procession,Non-corridor,0.99,0.975,1.0,0.1,0,Low,1,stage1_only
FKID005271,procession,Non-corridor,True,FKID004753,procession,Non-corridor,0.9282,0.8597,0.9739,86.8,0,Low,2,stage1_only
FKID005271,procession,Non-corridor,True,FKID005354,procession,Non-corridor,0.9166,0.8437,0.9652,0.3,0,Low,3,stage1_only
FKID005271,procession,Non-corridor,True,FKID004092,procession,Non-corridor,0.9012,0.8075,0.9636,91.6,0,Low,4,stage1_only
FKID005271,procession,Non-corridor,True,FKID001865,procession,Non-corridor,0.8925,0.7927,0.9591,15.7,0,Low,5,stage1_only
FKID005273,public_event,Magadi Road,True,FKID004386,public_event,Magadi Road,1.0,0.9999,1.0,239.8,0,High,1,stage1_only
FKID005273,public_event,Magadi Road,True,FKID004629,public_event,Magadi Road,0.981,0.9592,0.9955,83.0,0,High,2,stage1_only
FKID005273,public_event,Magadi Road,True,FKID006666,public_event,Mysore Road,0.7664,0.8368,0.7196,3.4,0,High,3,stage1_only
FKID005273,public_event,Magadi Road,True,FKID006638,public_event,Bellary Road 2,0.7589,0.818,0.7196,67.6,0,High,4,stage1_only
FKID005273,public_event,Magadi Road,True,FKID006633,public_event,Bellary Road 2,0.7589,0.818,0.7196,67.6,0,High,5,stage1_only
FKID005291,public_event,Non-corridor,True,FKID004527,public_event,Non-corridor,0.9528,0.915,0.9781,1440.0,0,Low,1,stage1_only
FKID005291,public_event,Non-corridor,True,FKID005167,public_event,Non-corridor,0.9431,0.8969,0.9739,1440.0,0,Low,2,stage1_only
FKID005291,public_event,Non-corridor,True,FKID006581,public_event,Non-corridor,0.9296,0.8501,0.9826,180.2,0,Low,3,stage1_only
FKID005291,public_event,Non-corridor,True,FKID006650,public_event,Non-corridor,0.9258,0.8274,0.9913,0.6,0,Low,4,stage1_only
FKID005291,public_event,Non-corridor,True,FKID006547,public_event,Non-corridor,0.9257,0.8338,0.987,146.2,0,Low,5,stage1_only
FKID005292,vip_movement,Non-corridor,True,FKID004721,vip_movement,Non-corridor,0.9528,0.915,0.9781,1440.0,0,Low,1,stage1_only
FKID005292,vip_movement,Non-corridor,True,FKID005291,public_event,Non-corridor,0.7456,0.8889,0.65,1440.0,0,Low,2,stage1_only
FKID005292,vip_movement,Non-corridor,True,FKID005004,construction,Non-corridor,0.741,0.8841,0.6457,1440.0,0,Low,3,stage1_only
FKID005292,vip_movement,Non-corridor,True,FKID001641,vip_movement,Non-corridor,0.7368,0.6485,0.7957,67.6,1,Low,4,stage1_only
FKID005292,vip_movement,Non-corridor,True,FKID001979,vip_movement,Non-corridor,0.7368,0.6485,0.7957,67.6,1,Low,5,stage1_only
FKID005353,procession,Non-corridor,True,FKID007215,procession,Non-corridor,0.9818,0.9674,0.9913,10.7,1,Low,1,stage1_only
FKID005353,procession,Non-corridor,True,FKID004750,procession,Non-corridor,0.98,0.9566,0.9957,67.6,1,Low,2,stage1_only
FKID005353,procession,Non-corridor,True,FKID004467,procession,Non-corridor,0.9461,0.9177,0.965,2.6,1,Low,3,stage1_only
FKID005353,procession,Non-corridor,True,FKID007787,procession,Non-corridor,0.8917,0.8499,0.9196,67.6,1,Low,4,stage1_only
FKID005353,procession,Non-corridor,True,FKID006315,procession,Non-corridor,0.8897,0.8188,0.937,67.6,1,Low,5,stage1_only
FKID005354,procession,Non-corridor,True,FKID004753,procession,Non-corridor,0.9882,0.9837,0.9913,86.8,0,Low,1,stage1_only
FKID005354,procession,Non-corridor,True,FKID000478,procession,Non-corridor,0.9323,0.899,0.9545,0.3,0,Low,2,stage1_only
FKID005354,procession,Non-corridor,True,FKID005248,procession,Non-corridor,0.9281,0.827,0.9955,1440.0,0,Low,3,stage1_only
FKID005354,procession,Non-corridor,True,FKID006838,procession,Non-corridor,0.9266,0.8687,0.9652,0.1,0,Low,4,stage1_only
FKID005354,procession,Non-corridor,True,FKID005271,procession,Non-corridor,0.9166,0.8437,0.9652,84.7,0,Low,5,stage1_only
FKID005473,public_event,Bannerghata Road,True,FKID000502,public_event,ORR East 1,0.8056,0.8889,0.75,67.6,1,High,1,stage1_only
FKID005473,public_event,Bannerghata Road,True,FKID008131,public_event,Hennur Main Road,0.7922,0.8556,0.75,67.6,1,High,2,stage1_only
FKID005473,public_event,Bannerghata Road,True,FKID004486,public_event,Bellary Road 1,0.7922,0.8556,0.75,67.6,1,High,3,stage1_only
FKID005473,public_event,Bannerghata Road,True,FKID006283,public_event,Hosur Road,0.7922,0.8556,0.75,67.6,1,High,4,stage1_only
FKID005473,public_event,Bannerghata Road,True,FKID001573,public_event,Old Madras Road,0.7922,0.8556,0.75,67.6,1,High,5,stage1_only
FKID005634,public_event,Mysore Road,True,FKID003704,public_event,Mysore Road,0.9761,0.9533,0.9913,67.6,1,High,1,stage1_only
FKID005634,public_event,Mysore Road,True,FKID003577,public_event,Mysore Road,0.8131,0.8107,0.8146,0.6,0,High,2,stage1_only
FKID005634,public_event,Mysore Road,True,FKID008131,public_event,Hennur Main Road,0.7817,0.8422,0.7413,67.6,1,High,3,stage1_only
FKID005634,public_event,Mysore Road,True,FKID001581,public_event,Old Madras Road,0.7817,0.8422,0.7413,67.6,1,High,4,stage1_only
FKID005634,public_event,Mysore Road,True,FKID001578,public_event,Old Madras Road,0.7817,0.8422,0.7413,67.6,1,High,5,stage1_only
FKID005659,procession,Hennur Main Road,True,FKID002071,procession,Mysore Road,0.7779,0.853,0.7279,120.2,0,High,1,stage1_only
FKID005659,procession,Hennur Main Road,True,FKID002212,procession,Bannerghata Road,0.7734,0.8152,0.7455,0.6,0,High,2,stage1_only
FKID005659,procession,Hennur Main Road,True,FKID007191,procession,Airport New South Road,0.7686,0.816,0.737,67.6,0,High,3,stage1_only
FKID005659,procession,Hennur Main Road,True,FKID004703,procession,Magadi Road,0.7686,0.816,0.737,67.6,0,High,4,stage1_only
FKID005659,procession,Hennur Main Road,True,FKID006703,procession,Hosur Road,0.7279,0.7697,0.7,67.6,0,High,5,stage1_only
FKID005754,public_event,Bellary Road 1,True,FKID001064,public_event,Bellary Road 1,1.0,1.0,1.0,67.6,0,High,1,stage1_only
FKID005754,public_event,Bellary Road 1,True,FKID004486,public_event,Bellary Road 1,0.8656,0.8889,0.85,67.6,1,High,2,stage1_only
FKID005754,public_event,Bellary Road 1,True,FKID000946,public_event,CBD 2,0.8056,0.8889,0.75,67.6,0,High,3,stage1_only
FKID005754,public_event,Bellary Road 1,True,FKID000008,public_event,CBD 2,0.8056,0.8889,0.75,67.6,0,High,4,stage1_only
FKID005754,public_event,Bellary Road 1,True,FKID001683,public_event,CBD 2,0.8056,0.8889,0.75,67.6,0,High,5,stage1_only
FKID005805,public_event,Non-corridor,True,FKID000433,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID005805,public_event,Non-corridor,True,FKID000437,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID005805,public_event,Non-corridor,True,FKID000994,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,3,stage1_only
FKID005805,public_event,Non-corridor,True,FKID000737,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,4,stage1_only
FKID005805,public_event,Non-corridor,True,FKID007173,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,5,stage1_only
FKID005806,public_event,Non-corridor,True,FKID000433,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID005806,public_event,Non-corridor,True,FKID000437,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID005806,public_event,Non-corridor,True,FKID000994,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,3,stage1_only
FKID005806,public_event,Non-corridor,True,FKID000737,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,4,stage1_only
FKID005806,public_event,Non-corridor,True,FKID007173,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,5,stage1_only
FKID005956,procession,Non-corridor,True,FKID004753,procession,Non-corridor,0.9704,0.9329,0.9955,86.8,0,Low,1,stage1_only
FKID005956,procession,Non-corridor,True,FKID005354,procession,Non-corridor,0.9599,0.9195,0.9868,0.3,0,Low,2,stage1_only
FKID005956,procession,Non-corridor,True,FKID006838,procession,Non-corridor,0.9491,0.9187,0.9694,0.1,0,Low,3,stage1_only
FKID005956,procession,Non-corridor,True,FKID005271,procession,Non-corridor,0.9432,0.904,0.9694,84.7,0,Low,4,stage1_only
FKID005956,procession,Non-corridor,True,FKID005248,procession,Non-corridor,0.9204,0.8141,0.9913,1440.0,0,Low,5,stage1_only
FKID006105,public_event,Non-corridor,True,FKID006547,public_event,Non-corridor,0.9648,0.9319,0.9868,146.2,0,Low,1,stage1_only
FKID006105,public_event,Non-corridor,True,FKID004906,public_event,Non-corridor,0.9579,0.9339,0.9739,241.5,0,Low,2,stage1_only
FKID006105,public_event,Non-corridor,True,FKID006581,public_event,Non-corridor,0.9518,0.9059,0.9824,180.2,0,Low,3,stage1_only
FKID006105,public_event,Non-corridor,True,FKID006650,public_event,Non-corridor,0.95,0.9013,0.9824,0.6,0,Low,4,stage1_only
FKID006105,public_event,Non-corridor,True,FKID004609,public_event,Non-corridor,0.9386,0.8921,0.9696,240.3,0,Low,5,stage1_only
FKID006248,public_event,Bellary Road 2,True,FKID006633,public_event,Bellary Road 2,0.9185,0.8488,0.965,67.6,0,High,1,stage1_only
FKID006248,public_event,Bellary Road 2,True,FKID006638,public_event,Bellary Road 2,0.9185,0.8488,0.965,67.6,0,High,2,stage1_only
FKID006248,public_event,Bellary Road 2,True,FKID006635,public_event,Bellary Road 2,0.908,0.8226,0.965,720.1,0,High,3,stage1_only
FKID006248,public_event,Bellary Road 2,True,FKID006639,public_event,Bellary Road 2,0.8725,0.7337,0.965,1440.0,0,High,4,stage1_only
FKID006248,public_event,Bellary Road 2,True,FKID004700,public_event,West of Chord Road,0.7762,0.8546,0.7239,121.2,0,High,5,stage1_only
FKID006283,public_event,Hosur Road,True,FKID008131,public_event,Hennur Main Road,0.8056,0.8889,0.75,67.6,1,High,1,stage1_only
FKID006283,public_event,Hosur Road,True,FKID008054,public_event,ORR West 1,0.8056,0.8889,0.75,67.6,1,High,2,stage1_only
FKID006283,public_event,Hosur Road,True,FKID003704,public_event,Mysore Road,0.8056,0.8889,0.75,67.6,1,High,3,stage1_only
FKID006283,public_event,Hosur Road,True,FKID004486,public_event,Bellary Road 1,0.8056,0.8889,0.75,67.6,1,High,4,stage1_only
FKID006283,public_event,Hosur Road,True,FKID003763,public_event,ORR West 1,0.8056,0.8889,0.75,67.6,1,High,5,stage1_only
FKID006314,procession,Mysore Road,True,FKID007686,procession,Mysore Road,1.0,1.0,1.0,67.6,1,High,1,stage1_only
FKID006314,procession,Mysore Road,True,FKID002071,procession,Mysore Road,0.8009,0.7801,0.8148,120.2,0,High,2,stage1_only
FKID006314,procession,Mysore Road,True,FKID007681,construction,Mysore Road,0.7456,0.8889,0.65,67.6,1,High,3,stage1_only
FKID006314,procession,Mysore Road,True,FKID007646,construction,Mysore Road,0.7456,0.8889,0.65,67.6,1,High,4,stage1_only
FKID006314,procession,Mysore Road,True,FKID004122,construction,Mysore Road,0.7456,0.8889,0.65,67.6,1,High,5,stage1_only
FKID006315,procession,Non-corridor,True,FKID001167,procession,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID006315,procession,Non-corridor,True,FKID007787,procession,Non-corridor,0.9575,0.9199,0.9826,67.6,1,Low,2,stage1_only
FKID006315,procession,Non-corridor,True,FKID004509,procession,Non-corridor,0.9522,0.8935,0.9913,170.4,1,Low,3,stage1_only
FKID006315,procession,Non-corridor,True,FKID002254,procession,Non-corridor,0.9457,0.9039,0.9735,6.6,1,Low,4,stage1_only
FKID006315,procession,Non-corridor,True,FKID000468,procession,Non-corridor,0.9402,0.8703,0.9868,340.3,1,Low,5,stage1_only
FKID006401,public_event,Old Airport Road,True,FKID002416,public_event,Old Airport Road,0.7122,0.6713,0.7395,400.5,0,High,1,stage1_only
FKID006401,public_event,Old Airport Road,True,FKID002409,public_event,Old Airport Road,0.712,0.6706,0.7395,409.2,0,High,2,stage1_only
FKID006401,public_event,Old Airport Road,True,FKID002408,public_event,Old Airport Road,0.7119,0.6705,0.7395,410.3,0,High,3,stage1_only
FKID006401,public_event,Old Airport Road,True,FKID002410,public_event,Old Airport Road,0.7118,0.6702,0.7395,413.9,0,High,4,stage1_only
FKID006401,public_event,Old Airport Road,True,FKID002411,public_event,Old Airport Road,0.7082,0.6676,0.7352,384.9,0,High,5,stage1_only
FKID006473,procession,Bellary Road 2,True,FKID007248,procession,Magadi Road,0.7871,0.8427,0.75,1.7,1,High,1,stage1_only
FKID006473,procession,Bellary Road 2,True,FKID007213,procession,Magadi Road,0.7826,0.8512,0.737,59.5,1,High,2,stage1_only
FKID006473,procession,Bellary Road 2,True,FKID007249,procession,Magadi Road,0.7819,0.8363,0.7457,259.4,1,High,3,stage1_only
FKID006473,procession,Bellary Road 2,True,FKID007686,procession,Mysore Road,0.6936,0.7036,0.687,67.6,1,High,4,stage1_only
FKID006473,procession,Bellary Road 2,True,FKID006314,procession,Mysore Road,0.6936,0.7036,0.687,67.6,1,High,5,stage1_only
FKID006547,public_event,Non-corridor,True,FKID006581,public_event,Non-corridor,0.987,0.974,0.9957,180.2,0,Low,1,stage1_only
FKID006547,public_event,Non-corridor,True,FKID006105,public_event,Non-corridor,0.9648,0.9319,0.9868,67.6,0,Low,2,stage1_only
FKID006547,public_event,Non-corridor,True,FKID006650,public_event,Non-corridor,0.958,0.9276,0.9783,0.6,0,Low,3,stage1_only
FKID006547,public_event,Non-corridor,True,FKID004609,public_event,Non-corridor,0.9421,0.9206,0.9563,240.3,0,Low,4,stage1_only
FKID006547,public_event,Non-corridor,True,FKID004906,public_event,Non-corridor,0.9317,0.8883,0.9607,241.5,0,Low,5,stage1_only
FKID006581,public_event,Non-corridor,True,FKID006547,public_event,Non-corridor,0.987,0.974,0.9957,146.2,0,Low,1,stage1_only
FKID006581,public_event,Non-corridor,True,FKID006650,public_event,Non-corridor,0.9598,0.9386,0.9739,0.6,0,Low,2,stage1_only
FKID006581,public_event,Non-corridor,True,FKID006105,public_event,Non-corridor,0.9518,0.9059,0.9824,67.6,0,Low,3,stage1_only
FKID006581,public_event,Non-corridor,True,FKID004609,public_event,Non-corridor,0.946,0.937,0.952,240.3,0,Low,4,stage1_only
FKID006581,public_event,Non-corridor,True,FKID005291,public_event,Non-corridor,0.9296,0.8501,0.9826,1440.0,0,Low,5,stage1_only
FKID006633,public_event,Bellary Road 2,True,FKID006638,public_event,Bellary Road 2,1.0,1.0,1.0,67.6,0,High,1,stage1_only
FKID006633,public_event,Bellary Road 2,True,FKID006635,public_event,Bellary Road 2,0.9778,0.9444,1.0,720.1,0,High,2,stage1_only
FKID006633,public_event,Bellary Road 2,True,FKID006639,public_event,Bellary Road 2,0.9422,0.8556,1.0,1440.0,0,High,3,stage1_only
FKID006633,public_event,Bellary Road 2,True,FKID006248,public_event,Bellary Road 2,0.9185,0.8488,0.965,190.0,0,High,4,stage1_only
FKID006633,public_event,Bellary Road 2,True,FKID006666,public_event,Mysore Road,0.798,0.8701,0.75,3.4,0,High,5,stage1_only
FKID006635,public_event,Bellary Road 2,True,FKID006638,public_event,Bellary Road 2,0.9778,0.9444,1.0,67.6,0,High,1,stage1_only
FKID006635,public_event,Bellary Road 2,True,FKID006633,public_event,Bellary Road 2,0.9778,0.9444,1.0,67.6,0,High,2,stage1_only
FKID006635,public_event,Bellary Road 2,True,FKID006639,public_event,Bellary Road 2,0.9644,0.9111,1.0,1440.0,0,High,3,stage1_only
FKID006635,public_event,Bellary Road 2,True,FKID006248,public_event,Bellary Road 2,0.908,0.8226,0.965,190.0,0,High,4,stage1_only
FKID006635,public_event,Bellary Road 2,True,FKID006666,public_event,Mysore Road,0.776,0.8151,0.75,3.4,0,High,5,stage1_only
FKID006638,public_event,Bellary Road 2,True,FKID006633,public_event,Bellary Road 2,1.0,1.0,1.0,67.6,0,High,1,stage1_only
FKID006638,public_event,Bellary Road 2,True,FKID006635,public_event,Bellary Road 2,0.9778,0.9444,1.0,720.1,0,High,2,stage1_only
FKID006638,public_event,Bellary Road 2,True,FKID006639,public_event,Bellary Road 2,0.9422,0.8556,1.0,1440.0,0,High,3,stage1_only
FKID006638,public_event,Bellary Road 2,True,FKID006248,public_event,Bellary Road 2,0.9185,0.8488,0.965,190.0,0,High,4,stage1_only
FKID006638,public_event,Bellary Road 2,True,FKID006666,public_event,Mysore Road,0.798,0.8701,0.75,3.4,0,High,5,stage1_only
FKID006639,public_event,Bellary Road 2,True,FKID006635,public_event,Bellary Road 2,0.9644,0.9111,1.0,720.1,0,High,1,stage1_only
FKID006639,public_event,Bellary Road 2,True,FKID006633,public_event,Bellary Road 2,0.9422,0.8556,1.0,67.6,0,High,2,stage1_only
FKID006639,public_event,Bellary Road 2,True,FKID006638,public_event,Bellary Road 2,0.9422,0.8556,1.0,67.6,0,High,3,stage1_only
FKID006639,public_event,Bellary Road 2,True,FKID006248,public_event,Bellary Road 2,0.8725,0.7337,0.965,190.0,0,High,4,stage1_only
FKID006639,public_event,Bellary Road 2,True,FKID006666,public_event,Mysore Road,0.7405,0.7262,0.75,3.4,0,High,5,stage1_only
FKID006650,public_event,Non-corridor,True,FKID004609,public_event,Non-corridor,0.9603,0.9336,0.9781,240.3,0,Low,1,stage1_only
FKID006650,public_event,Non-corridor,True,FKID006581,public_event,Non-corridor,0.9598,0.9386,0.9739,180.2,0,Low,2,stage1_only
FKID006650,public_event,Non-corridor,True,FKID006547,public_event,Non-corridor,0.958,0.9276,0.9783,146.2,0,Low,3,stage1_only
FKID006650,public_event,Non-corridor,True,FKID006105,public_event,Non-corridor,0.95,0.9013,0.9824,67.6,0,Low,4,stage1_only
FKID006650,public_event,Non-corridor,True,FKID004887,public_event,Non-corridor,0.9479,0.9287,0.9607,52.8,0,Low,5,stage1_only
FKID006666,public_event,Mysore Road,True,FKID003577,public_event,Mysore Road,0.9161,0.8449,0.9636,0.6,0,High,1,stage1_only
FKID006666,public_event,Mysore Road,True,FKID006638,public_event,Bellary Road 2,0.798,0.8701,0.75,67.6,0,High,2,stage1_only
FKID006666,public_event,Mysore Road,True,FKID006633,public_event,Bellary Road 2,0.798,0.8701,0.75,67.6,0,High,3,stage1_only
FKID006666,public_event,Mysore Road,True,FKID006635,public_event,Bellary Road 2,0.776,0.8151,0.75,720.1,0,High,4,stage1_only
FKID006666,public_event,Mysore Road,True,FKID004386,public_event,Magadi Road,0.7665,0.8368,0.7196,239.8,0,High,5,stage1_only
FKID006703,procession,Hosur Road,True,FKID002071,procession,Mysore Road,0.7273,0.7742,0.696,120.2,0,High,1,stage1_only
FKID006703,procession,Hosur Road,True,FKID007161,procession,Magadi Road,0.7267,0.7373,0.7196,85.8,0,High,2,stage1_only
FKID006703,procession,Hosur Road,True,FKID002212,procession,Bannerghata Road,0.7156,0.7323,0.7045,0.6,0,High,3,stage1_only
FKID006703,procession,Hosur Road,True,FKID005354,procession,Non-corridor,0.7011,0.7778,0.65,0.3,0,Low,4,stage1_only
FKID006703,procession,Hosur Road,True,FKID004703,procession,Magadi Road,0.6932,0.7025,0.687,67.6,0,High,5,stage1_only
FKID006806,public_event,Non-corridor,True,FKID002445,public_event,Non-corridor,1.0,1.0,1.0,67.6,0,Low,1,stage1_only
FKID006806,public_event,Non-corridor,True,FKID005099,public_event,Non-corridor,0.9492,0.9121,0.9739,111.2,0,Low,2,stage1_only
FKID006806,public_event,Non-corridor,True,FKID005098,public_event,Non-corridor,0.9491,0.9119,0.9739,113.1,0,Low,3,stage1_only
FKID006806,public_event,Non-corridor,True,FKID002440,public_event,Non-corridor,0.9349,0.8901,0.9648,0.2,0,Low,4,stage1_only
FKID006806,public_event,Non-corridor,True,FKID004430,public_event,Non-corridor,0.9101,0.8078,0.9783,1333.9,0,Low,5,stage1_only
FKID006807,protest,Mysore Road,True,FKID008080,protest,Mysore Road,0.8579,0.7263,0.9457,67.6,0,High,1,stage1_only
FKID006807,protest,Mysore Road,True,FKID007450,protest,Mysore Road,0.8221,0.676,0.9196,30.7,0,High,2,stage1_only
FKID006807,protest,Mysore Road,True,FKID006666,public_event,Mysore Road,0.664,0.698,0.6413,3.4,0,High,3,stage1_only
FKID006807,protest,Mysore Road,True,FKID004165,protest,Non-corridor,0.654,0.6928,0.6281,1440.0,0,Low,4,stage1_only
FKID006807,protest,Mysore Road,True,FKID006194,construction,Mysore Road,0.6493,0.7007,0.615,2.8,0,High,5,stage1_only
FKID006838,procession,Non-corridor,True,FKID005271,procession,Non-corridor,0.99,0.975,1.0,84.7,0,Low,1,stage1_only
