row_idx,event_id,event_cause,corridor,duration_min,trust_score,is_true_planned_event,start_timestamp
6146,FKID006146,vehicle_breakdown,Old Airport Road,144.85944098333331,1.0,False,2023-11-22T05:03:04
6147,FKID006147,vehicle_breakdown,Old Madras Road,10.712838766666666,1.0,False,2023-11-22T05:39:47
6148,FKID006148,vehicle_breakdown,Bannerghata Road,,1.0,False,2023-11-22T06:05:56
6149,FKID006149,vehicle_breakdown,Mysore Road,53.03763343333333,1.0,False,2023-11-22T06:16:13
6150,FKID006150,vehicle_breakdown,Magadi Road,69.13833371666666,1.0,False,2023-11-22T06:54:24
6151,FKID006151,vehicle_breakdown,Non-corridor,146.44818733333335,1.0,False,2023-11-22T07:06:31
6152,FKID006152,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-22T07:10:28
6153,FKID006153,vehicle_breakdown,Non-corridor,22.930431433333336,1.0,False,2023-11-22T07:44:01
6154,FKID006154,water_logging,Non-corridor,,1.0,False,2023-11-22T07:49:39
6155,FKID006155,accident,Hosur Road,,0.7,False,2023-11-22T09:07:32
6156,FKID006156,accident,Hosur Road,,0.7,False,2023-11-22T09:10:08
6157,FKID006157,vehicle_breakdown,Hosur Road,,1.0,False,2023-11-22T09:35:45
6158,FKID006158,vehicle_breakdown,Bellary Road 1,,1.0,False,2023-11-22T10:53:10
6159,FKID006159,others,ORR East 1,,1.0,False,2023-11-22T18:28:12
6160,FKID006160,others,ORR East 1,606.2956126833334,1.0,False,2023-11-22T18:34:54
6161,FKID006161,vehicle_breakdown,Tumkur Road,29.652116483333334,1.0,False,2023-11-22T18:46:57
6162,FKID006162,vehicle_breakdown,Old Madras Road,,0.7,False,2023-11-22T19:33:52
6163,FKID006163,vehicle_breakdown,ORR East 1,,1.0,False,2023-11-22T19:44:17
6164,FKID006164,vehicle_breakdown,Old Madras Road,,0.7,False,2023-11-22T20:35:53
6165,FKID006165,water_logging,IRR(Thanisandra road),,1.0,False,2023-11-22T20:50:32
6166,FKID006166,others,Non-corridor,8648.681363966667,0.7,False,2023-11-22T21:05:32
6167,FKID006167,others,Old Airport Road,218.97665736666667,1.0,False,2023-11-22T21:50:11
6168,FKID006168,vehicle_breakdown,Varthur Road,,1.0,False,2023-11-22T21:45:44
6169,FKID006169,vehicle_breakdown,Varthur Road,38.99701985,1.0,False,2023-11-22T22:20:43
6170,FKID006170,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-22T22:34:07
6171,FKID006171,pot_holes,Old Madras Road,,0.7,False,2023-11-22T23:01:59
6172,FKID006172,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-22T23:31:33
6173,FKID006173,vehicle_breakdown,Bellary Road 2,,1.0,False,2023-11-22T23:36:42
6174,FKID006174,road_conditions,Hosur Road,31.40482066666667,1.0,False,2023-11-23T00:58:24
6175,FKID006175,vehicle_breakdown,ORR East 2,,1.0,False,2023-11-23T02:07:52
6176,FKID006176,others,CBD 2,32.9574732,1.0,False,2023-11-23T02:12:14
6177,FKID006177,vehicle_breakdown,Bellary Road 2,,1.0,False,2023-11-23T02:24:22
6178,FKID006178,vehicle_breakdown,Bellary Road 2,54.968492516666664,1.0,False,2023-11-23T02:28:06
6179,FKID006179,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-23T04:01:44
6180,FKID006180,vehicle_breakdown,Bellary Road 1,6.392379616666667,1.0,False,2023-11-23T04:00:05
6181,FKID006181,vehicle_breakdown,Hosur Road,9.597317949999999,1.0,False,2023-11-23T04:13:57
6182,FKID006182,others,Mysore Road,152.36606333333333,1.0,False,2023-11-23T06:06:59
6183,FKID006183,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-23T09:39:33
6184,FKID006184,vehicle_breakdown,Tumkur Road,,1.0,False,2023-11-23T12:46:09
6185,FKID006185,vehicle_breakdown,Bellary Road 1,3.10067255,1.0,False,2023-11-23T18:25:39
6186,FKID006186,others,ORR North 2,1977.0458006333333,0.7,False,2023-11-23T19:13:15
6187,FKID006187,vehicle_breakdown,Tumkur Road,,1.0,False,2023-11-23T21:35:01
6188,FKID006188,vehicle_breakdown,West of Chord Road,106.81585711666666,1.0,False,2023-11-23T22:24:13
6189,FKID006189,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-24T00:43:38
6190,FKID006190,vehicle_breakdown,CBD 2,97.3695523,1.0,False,2023-11-24T00:47:29
6191,FKID006191,vehicle_breakdown,Bellary Road 1,48.415913599999996,1.0,False,2023-11-24T04:42:05
6192,FKID006192,vehicle_breakdown,Bellary Road 1,,1.0,False,2023-11-24T05:39:50
6193,FKID006193,others,Hosur Road,865.5403809,1.0,False,2023-11-24T05:47:57
6194,FKID006194,construction,Mysore Road,2.8478333333333334,1.0,False,2023-11-24T08:00:55
6195,FKID006195,vehicle_breakdown,Non-corridor,2.6516332666666664,1.0,False,2023-11-24T08:07:44
6196,FKID006196,vehicle_breakdown,Bellary Road 2,,1.0,False,2023-11-24T18:47:30
6197,FKID006197,construction,Bannerghata Road,11.78033255,1.0,False,2023-11-24T20:33:24
6198,FKID006198,vehicle_breakdown,Tumkur Road,115.87354140000001,0.7,False,2023-11-24T20:55:48
6199,FKID006199,vehicle_breakdown,West of Chord Road,14.455940533333335,1.0,False,2023-11-24T21:35:24
6200,FKID006200,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-24T22:17:47
6201,FKID006201,vehicle_breakdown,Mysore Road,38.123049349999995,1.0,False,2023-11-24T22:18:28
6202,FKID006202,vehicle_breakdown,West of Chord Road,,1.0,False,2023-11-24T23:25:44
6203,FKID006203,vehicle_breakdown,ORR East 1,,1.0,False,2023-11-24T23:38:57
6204,FKID006204,vehicle_breakdown,Bellary Road 1,,1.0,False,2023-11-24T23:39:16
6205,FKID006205,vehicle_breakdown,Bellary Road 1,6.232070666666667,1.0,False,2023-11-24T23:42:28
6206,FKID006206,vehicle_breakdown,Mysore Road,37.45476503333334,1.0,False,2023-11-25T01:07:09
6207,FKID006207,construction,West of Chord Road,,1.0,False,
6208,FKID006208,vehicle_breakdown,Mysore Road,44.45212466666667,1.0,False,2023-11-25T04:13:15
6209,FKID006209,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-25T04:18:32
6210,FKID006210,construction,Non-corridor,,1.0,False,
6211,FKID006211,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-25T04:26:00
6212,FKID006212,vehicle_breakdown,Bellary Road 2,53.110473666666664,1.0,False,2023-11-25T04:39:09
6213,FKID006213,others,Bellary Road 1,,1.0,False,2023-11-25T05:33:40
6214,FKID006214,vehicle_breakdown,Tumkur Road,31.9243745,1.0,False,2023-11-25T07:10:33
6215,FKID006215,vehicle_breakdown,Bellary Road 2,98.95300796666668,1.0,False,2023-11-25T19:13:05
6216,FKID006216,vehicle_breakdown,Old Madras Road,,0.7,False,2023-11-25T19:26:26
6217,FKID006217,vehicle_breakdown,Tumkur Road,26.654573000000003,1.0,False,2023-11-25T21:37:16
6218,FKID006218,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-25T22:18:20
6219,FKID006219,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-25T22:44:35
6220,FKID006220,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-25T22:56:41
6221,FKID006221,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-25T23:09:28
6222,FKID006222,accident,ORR East 1,,0.7,False,2023-11-26T00:30:43
6223,FKID006223,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-26T02:59:42
6224,FKID006224,vehicle_breakdown,ORR North 2,36.75914435,1.0,False,2023-11-26T03:50:54
6225,FKID006225,vehicle_breakdown,Mysore Road,150.89506383333335,1.0,False,2023-11-26T03:54:55
6226,FKID006226,vehicle_breakdown,Tumkur Road,50.57958421666667,1.0,False,2023-11-26T04:12:17
6227,FKID006227,others,CBD 1,,1.0,False,2023-11-26T04:47:32
6228,FKID006228,pot_holes,CBD 1,,1.0,False,2023-11-26T04:47:21
6229,FKID006229,vehicle_breakdown,Non-corridor,16.589146799999998,1.0,False,2023-11-26T05:15:52
6230,FKID006230,vehicle_breakdown,Old Madras Road,,0.7,False,2023-11-26T07:22:06
6231,FKID006231,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-26T09:29:10
6232,FKID006232,vehicle_breakdown,West of Chord Road,,1.0,False,2023-11-26T19:05:18
6233,FKID006233,road_conditions,Bellary Road 1,288.8241364,1.0,False,2023-11-26T20:05:41
6234,FKID006234,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-26T20:49:14
6235,FKID006235,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-26T22:34:21
6236,FKID006236,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-26T22:36:08
6237,FKID006237,vehicle_breakdown,Mysore Road,137.25990439999998,1.0,False,2023-11-26T22:38:17
6238,FKID006238,vehicle_breakdown,Non-corridor,124.67001535,1.0,False,2023-11-26T22:53:27
6239,FKID006239,water_logging,Non-corridor,,1.0,False,2023-11-27T00:21:56
6240,FKID006240,vehicle_breakdown,ORR East 1,39.28464615,1.0,False,2023-11-27T00:23:20
6241,FKID006241,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-27T01:10:58
6242,FKID006242,vehicle_breakdown,West of Chord Road,9.58248465,1.0,False,2023-11-27T01:46:45
6243,FKID006243,vehicle_breakdown,Mysore Road,3.5625392166666665,1.0,False,2023-11-27T03:47:02
6244,FKID006244,vehicle_breakdown,Non-corridor,42.98520965,1.0,False,2023-11-27T04:58:15
6245,FKID006245,vehicle_breakdown,Magadi Road,30.007936166666664,1.0,False,2023-11-27T06:09:51
6246,FKID006246,others,Mysore Road,23827.423752466668,0.7,False,2023-11-27T06:19:27
6247,FKID006247,vehicle_breakdown,Bellary Road 1,,1.0,False,2023-11-27T06:25:57
6248,FKID006248,public_event,Bellary Road 2,189.96813333333333,1.0,True,2023-11-27T06:25:47
6249,FKID006249,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-27T06:23:05
6250,FKID006250,vehicle_breakdown,Magadi Road,,1.0,False,2023-11-27T06:42:57
6251,FKID006251,vehicle_breakdown,Magadi Road,140.95731608333332,1.0,False,2023-11-27T07:40:09
6252,FKID006252,vehicle_breakdown,Magadi Road,63.96499075,1.0,False,2023-11-27T19:20:09
6253,FKID006253,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-27T19:27:33
6254,FKID006254,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-27T19:43:22
6255,FKID006255,others,ORR East 1,99.96852326666666,1.0,False,2023-11-27T19:48:02
6256,FKID006256,vehicle_breakdown,Hosur Road,,1.0,False,2023-11-27T19:53:02
6257,FKID006257,vehicle_breakdown,Mysore Road,36.38478976666667,1.0,False,2023-11-27T20:59:11
6258,FKID006258,others,Mysore Road,,1.0,False,2023-11-27T21:24:56
6259,FKID006259,others,Mysore Road,,1.0,False,2023-11-27T21:26:33
6260,FKID006260,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-27T21:28:24
6261,FKID006261,vehicle_breakdown,Hosur Road,,1.0,False,2023-11-27T21:23:28
6262,FKID006262,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-27T21:29:56
6263,FKID006263,vehicle_breakdown,ORR West 1,116.45913183333333,1.0,False,2023-11-27T22:09:25
6264,FKID006264,vehicle_breakdown,Bellary Road 1,32.58043245,1.0,False,2023-11-27T22:16:20
6265,FKID006265,vehicle_breakdown,Old Madras Road,,0.7,False,2023-11-27T22:23:14
6266,FKID006266,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-27T22:23:51
6267,FKID006267,vehicle_breakdown,West of Chord Road,,1.0,False,2023-11-27T22:34:06
6268,FKID006268,vehicle_breakdown,Varthur Road,,1.0,False,
6269,FKID006269,vehicle_breakdown,Tumkur Road,17.136627316666665,1.0,False,2023-11-27T23:32:27
6270,FKID006270,construction,Bellary Road 1,,1.0,False,2023-11-27T23:47:51
6271,FKID006271,others,ORR East 1,24.443889966666667,1.0,False,2023-11-28T00:14:07
6272,FKID006272,vehicle_breakdown,ORR North 1,,0.7,False,2023-11-28T01:18:14
6273,FKID006273,road_conditions,CBD 2,245.91660705,1.0,False,2023-11-28T01:20:09
6274,FKID006274,road_conditions,Bellary Road 1,61.000142933333336,1.0,False,2023-11-28T03:24:29
6275,FKID006275,others,Non-corridor,75.05420305,1.0,False,2023-11-28T03:25:06
6276,FKID006276,accident,Old Madras Road,,0.7,False,2023-11-28T03:28:41
6277,FKID006277,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-28T03:28:08
6278,FKID006278,vehicle_breakdown,Non-corridor,63.04091908333333,1.0,False,2023-11-28T03:31:41
6279,FKID006279,vehicle_breakdown,Tumkur Road,,1.0,False,2023-11-28T03:32:49
6280,FKID006280,vehicle_breakdown,ORR North 1,,0.7,False,2023-11-28T03:37:35
6281,FKID006281,vehicle_breakdown,ORR East 1,66.10421948333334,1.0,False,2023-11-28T03:36:31
6282,FKID006282,vehicle_breakdown,ORR North 1,,0.7,False,2023-11-28T03:38:50
6283,FKID006283,public_event,Hosur Road,,1.0,True,
6284,FKID006284,pot_holes,Mysore Road,11107.451670766666,1.0,False,2023-11-28T05:44:38
6285,FKID006285,vehicle_breakdown,Mysore Road,4.311332166666667,1.0,False,2023-11-28T06:10:34
6286,FKID006286,vehicle_breakdown,Hosur Road,,1.0,False,2023-11-28T06:20:59
6287,FKID006287,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-28T06:46:26
6288,FKID006288,vehicle_breakdown,Mysore Road,101.3939446,1.0,False,2023-11-28T06:54:59
6289,FKID006289,vehicle_breakdown,Old Madras Road,,0.7,False,2023-11-28T07:21:15
6290,FKID006290,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-28T07:30:38
6291,FKID006291,vehicle_breakdown,Tumkur Road,,1.0,False,2023-11-28T07:43:53
6292,FKID006292,vehicle_breakdown,Bellary Road 1,71.66695605,1.0,False,2023-11-28T08:11:05
6293,FKID006293,vehicle_breakdown,Old Madras Road,,0.7,False,2023-11-28T08:24:31
6294,FKID006294,vehicle_breakdown,Tumkur Road,15.909199300000001,1.0,False,2023-11-28T08:31:28
6295,FKID006295,vehicle_breakdown,Bellary Road 1,,1.0,False,2023-11-28T10:29:21
6296,FKID006296,vehicle_breakdown,Bellary Road 1,26.8771284,1.0,False,2023-11-28T20:31:15
6297,FKID006297,vehicle_breakdown,Non-corridor,22.19168823333333,1.0,False,2023-11-28T20:34:28
6298,FKID006298,vehicle_breakdown,Tumkur Road,52.31364178333333,1.0,False,2023-11-28T20:36:42
6299,FKID006299,vehicle_breakdown,Non-corridor,0.9619578,1.0,False,2023-11-28T20:48:11
6300,FKID006300,vehicle_breakdown,Non-corridor,8.666933766666666,1.0,False,2023-11-28T21:13:22
6301,FKID006301,pot_holes,Non-corridor,30238.96334256667,1.0,False,2023-11-28T21:14:15
6302,FKID006302,vehicle_breakdown,Airport New South Road,,1.0,False,2023-11-28T21:18:41
6303,FKID006303,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-28T21:21:34
6304,FKID006304,vehicle_breakdown,ORR East 1,37.48756958333333,1.0,False,2023-11-28T21:58:52
6305,FKID006305,water_logging,Tumkur Road,,1.0,False,2023-11-28T22:29:00
6306,FKID006306,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-28T22:32:01
6307,FKID006307,vehicle_breakdown,West of Chord Road,53.397788483333336,1.0,False,2023-11-28T23:32:15
6308,FKID006308,vehicle_breakdown,Mysore Road,7.550525633333334,1.0,False,2023-11-29T00:26:10
6309,FKID006309,vehicle_breakdown,Mysore Road,18.3150515,1.0,False,2023-11-29T01:33:55
6310,FKID006310,vehicle_breakdown,Non-corridor,25.91794045,1.0,False,2023-11-29T03:11:26
6311,FKID006311,accident,ORR North 1,,0.7,False,2023-11-29T04:58:22
6312,FKID006312,vehicle_breakdown,ORR West 1,57.282264366666666,1.0,False,2023-11-29T05:06:58
6313,FKID006313,vehicle_breakdown,ORR West 1,146.17011165,1.0,False,2023-11-29T05:44:53
6314,FKID006314,procession,Mysore Road,,1.0,True,
6315,FKID006315,procession,Non-corridor,,1.0,True,
6316,FKID006316,vehicle_breakdown,ORR West 1,56.04167118333333,1.0,False,2023-11-29T06:23:36
6317,FKID006317,vehicle_breakdown,Hosur Road,36.529660166666666,1.0,False,2023-11-29T06:36:11
6318,FKID006318,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-29T06:55:28
6319,FKID006319,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-29T17:19:58
6320,FKID006320,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-29T18:06:29
6321,FKID006321,vehicle_breakdown,ORR East 1,,1.0,False,2023-11-29T18:49:31
6322,FKID006322,vehicle_breakdown,Bellary Road 1,,1.0,False,2023-11-29T19:07:39
6323,FKID006323,vehicle_breakdown,ORR East 1,,1.0,False,2023-11-29T19:35:36
6324,FKID006324,vehicle_breakdown,ORR West 1,,1.0,False,2023-11-29T19:39:38
6325,FKID006325,vehicle_breakdown,Non-corridor,88.99168374999999,1.0,False,2023-11-29T20:08:01
6326,FKID006326,others,Tumkur Road,,1.0,False,2023-11-29T20:08:08
6327,FKID006327,road_conditions,Non-corridor,1346.5596524833334,1.0,False,2023-11-29T20:33:58
6328,FKID006328,vehicle_breakdown,Tumkur Road,,1.0,False,2023-12-02T02:55:08
6329,FKID006329,vehicle_breakdown,Non-corridor,32.26246835,1.0,False,2023-11-29T20:33:24
6330,FKID006330,others,Non-corridor,1343.1174781,1.0,False,2023-11-29T20:37:30
6331,FKID006331,road_conditions,Bellary Road 1,31.613101583333332,1.0,False,2023-11-29T20:54:03
6332,FKID006332,vehicle_breakdown,Mysore Road,20.894928466666666,1.0,False,2023-11-29T21:11:34
6333,FKID006333,vehicle_breakdown,Non-corridor,75.49992103333334,1.0,False,2023-11-29T21:52:18
6334,FKID006334,vehicle_breakdown,CBD 2,,1.0,False,2023-11-29T22:11:35
6335,FKID006335,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-29T23:22:55
6336,FKID006336,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-29T23:25:53
6337,FKID006337,vehicle_breakdown,ORR West 1,,1.0,False,2023-11-29T23:25:41
6338,FKID006338,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-29T23:26:22
6339,FKID006339,vehicle_breakdown,ORR North 1,9.365974849999999,1.0,False,2023-11-29T23:45:50
6340,FKID006340,others,Non-corridor,38696.25794256666,0.7,False,2023-11-29T23:48:40
6341,FKID006341,vehicle_breakdown,Tumkur Road,,1.0,False,2023-11-29T23:57:38
6342,FKID006342,vehicle_breakdown,Old Madras Road,,1.0,False,2023-11-30T00:33:36
6343,FKID006343,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-30T01:52:49
6344,FKID006344,water_logging,Non-corridor,8320.420942866667,1.0,False,2023-11-30T01:54:31
6345,FKID006345,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-30T01:54:32
6346,FKID006346,others,Old Madras Road,49.59777256666666,1.0,False,2023-11-30T02:27:32
6347,FKID006347,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-30T03:17:48
6348,FKID006348,vehicle_breakdown,Magadi Road,72.36508631666668,1.0,False,2023-11-30T04:23:01
6349,FKID006349,vehicle_breakdown,Old Airport Road,,1.0,False,2023-11-30T04:38:28
6350,FKID006350,vehicle_breakdown,Bellary Road 2,,1.0,False,2023-11-30T04:51:58
6351,FKID006351,vehicle_breakdown,ORR North 2,,1.0,False,2023-11-30T05:08:18
6352,FKID006352,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-30T05:13:35
6353,FKID006353,vehicle_breakdown,Tumkur Road,,1.0,False,2023-11-30T05:25:24
6354,FKID006354,vehicle_breakdown,IRR(Thanisandra road),,1.0,False,2023-11-30T05:59:25
6355,FKID006355,vehicle_breakdown,Bellary Road 2,,1.0,False,2023-11-30T07:09:33
6356,FKID006356,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-30T07:16:08
6357,FKID006357,pot_holes,Non-corridor,,1.0,False,2023-12-09T07:51:29
6358,FKID006358,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-30T07:18:09
6359,FKID006359,vehicle_breakdown,IRR(Thanisandra road),,1.0,False,2023-11-30T08:09:08
6360,FKID006360,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-30T10:08:46
6361,FKID006361,others,Non-corridor,52957.602482949995,0.48999999999999994,False,2023-11-30T10:52:26
6362,FKID006362,vehicle_breakdown,Non-corridor,2.1333690666666665,1.0,False,2023-11-30T18:27:07
6363,FKID006363,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-30T18:29:24
6364,FKID006364,vehicle_breakdown,ORR North 2,,1.0,False,2023-11-30T19:18:29
6365,FKID006365,accident,Bellary Road 2,61.2137216,1.0,False,2023-11-30T19:20:47
6366,FKID006366,vehicle_breakdown,Bellary Road 1,,1.0,False,2023-11-30T19:27:57
6367,FKID006367,vehicle_breakdown,Mysore Road,,1.0,False,2023-11-30T19:32:07
6368,FKID006368,vehicle_breakdown,ORR North 2,33.22631478333333,1.0,False,2023-11-30T19:54:49
6369,FKID006369,vehicle_breakdown,Bellary Road 2,,1.0,False,2023-11-30T20:16:44
6370,FKID006370,vehicle_breakdown,Non-corridor,,1.0,False,2023-11-30T20:51:01
6371,FKID006371,others,CBD 2,135.58937761666667,1.0,False,2023-11-30T20:57:11
6372,FKID006372,vehicle_breakdown,Non-corridor,74.80607221666668,1.0,False,2023-11-30T21:04:01
6373,FKID006373,vehicle_breakdown,Bellary Road 2,,1.0,False,2023-11-30T21:43:09
6374,FKID006374,others,Non-corridor,26003.47243315,0.7,False,2023-11-30T22:09:04
6375,FKID006375,vehicle_breakdown,Magadi Road,66.17483445,1.0,False,2023-11-30T22:35:59
6376,FKID006376,construction,Bellary Road 1,-600.5632666666667,1.0,False,2023-11-30T22:41:19
6377,FKID006377,vehicle_breakdown,Mysore Road,,1.0,False,2023-12-01T00:10:08
6378,FKID006378,others,Hosur Road,,1.0,False,2023-12-01T01:06:53
6379,FKID006379,vehicle_breakdown,Non-corridor,39.06277933333333,1.0,False,2023-12-01T01:23:44
6380,FKID006380,vehicle_breakdown,Tumkur Road,5.6882595333333335,1.0,False,2023-12-01T03:32:15
6381,FKID006381,vehicle_breakdown,Non-corridor,69.60687666666666,1.0,False,2023-12-01T03:40:25
6382,FKID006382,others,Hennur Main Road,,1.0,False,2023-12-01T04:45:49
6383,FKID006383,vehicle_breakdown,Non-corridor,,1.0,False,2023-12-01T04:50:03
6384,FKID006384,vehicle_breakdown,Mysore Road,,1.0,False,2023-12-01T05:16:20
6385,FKID006385,vehicle_breakdown,Non-corridor,,1.0,False,2023-12-01T05:34:44
6386,FKID006386,vehicle_breakdown,Non-corridor,131.71085216666668,1.0,False,2023-12-01T05:42:01
6387,FKID006387,vehicle_breakdown,Hosur Road,24.13871885,1.0,False,2023-12-01T05:46:58
6388,FKID006388,vehicle_breakdown,Mysore Road,54.60528863333333,1.0,False,2023-12-01T05:53:31
6389,FKID006389,pot_holes,Non-corridor,,1.0,False,2023-12-01T05:53:29
6390,FKID006390,pot_holes,Bannerghata Road,,1.0,False,2023-12-01T05:56:33
6391,FKID006391,vehicle_breakdown,Bellary Road 2,12.500674383333335,1.0,False,2023-12-01T05:59:28
6392,FKID006392,vehicle_breakdown,Mysore Road,,1.0,False,2023-12-01T06:53:17
6393,FKID006393,vehicle_breakdown,Mysore Road,10.356196149999999,1.0,False,2023-12-01T07:36:07
6394,FKID006394,vehicle_breakdown,Bellary Road 2,,1.0,False,2023-12-01T08:28:52
6395,FKID006395,vehicle_breakdown,Mysore Road,,1.0,False,2023-12-01T18:59:24
6396,FKID006396,vehicle_breakdown,Non-corridor,,1.0,False,2023-12-01T19:05:27
6397,FKID006397,vehicle_breakdown,Bellary Road 2,,1.0,False,2023-12-02T03:17:15
6398,FKID006398,vehicle_breakdown,ORR East 2,,1.0,False,2023-12-01T19:06:12
6399,FKID006399,vehicle_breakdown,Old Madras Road,,0.7,False,2023-12-01T19:41:33
6400,FKID006400,vehicle_breakdown,Hosur Road,162.5665779,1.0,False,2023-12-01T19:43:58
6401,FKID006401,public_event,Old Airport Road,-535.2399166666667,1.0,True,2023-12-01T21:01:00
6402,FKID006402,vehicle_breakdown,Old Madras Road,,0.7,False,2023-12-01T21:27:32
6403,FKID006403,vehicle_breakdown,ORR East 1,39.86270186666666,1.0,False,2023-12-01T21:53:32
6404,FKID006404,vehicle_breakdown,Non-corridor,,1.0,False,2023-12-01T22:35:48
6405,FKID006405,vehicle_breakdown,Airport New South Road,19.595001083333333,1.0,False,2023-12-01T22:59:43
6406,FKID006406,others,Non-corridor,18.232261750000003,1.0,False,2023-12-02T00:15:35
6407,FKID006407,vehicle_breakdown,Non-corridor,,1.0,False,2023-12-02T02:08:13
6408,FKID006408,vehicle_breakdown,Hosur Road,,1.0,False,2023-12-02T02:30:29
6409,FKID006409,vehicle_breakdown,West of Chord Road,,1.0,False,2023-12-02T02:44:47
6410,FKID006410,vehicle_breakdown,Tumkur Road,,1.0,False,2023-12-02T02:52:08
6411,FKID006411,vehicle_breakdown,Tumkur Road,,1.0,False,2023-12-02T02:53:50
6412,FKID006412,vehicle_breakdown,Bellary Road 2,8.450361483333333,1.0,False,2023-12-02T04:05:58
6413,FKID006413,vehicle_breakdown,Non-corridor,,1.0,False,2023-12-02T04:39:12
6414,FKID006414,vehicle_breakdown,Non-corridor,87.37563088333333,1.0,False,2023-12-02T05:20:38
6415,FKID006415,vehicle_breakdown,ORR East 1,81.59911578333335,1.0,False,2023-12-02T06:04:20
6416,FKID006416,vehicle_breakdown,Bellary Road 1,7.9433346333333334,1.0,False,2023-12-02T06:09:14
6417,FKID006417,congestion,Non-corridor,,0.7,False,2023-12-02T06:46:37
6418,FKID006418,vehicle_breakdown,Tumkur Road,15.30609795,1.0,False,2023-12-02T08:01:46
6419,FKID006419,others,ORR North 2,425.97661755,1.0,False,2023-12-02T11:25:50
6420,FKID006420,construction,ORR North 1,84.54522296666667,1.0,False,2023-12-02T18:57:20
6421,FKID006421,vehicle_breakdown,Mysore Road,7.529350916666667,1.0,False,2023-12-02T19:11:20
6422,FKID006422,vehicle_breakdown,Tumkur Road,30.706076783333334,1.0,False,2023-12-02T19:28:00
6423,FKID006423,vehicle_breakdown,Tumkur Road,66.04253946666667,1.0,False,2023-12-02T20:07:13
6424,FKID006424,vehicle_breakdown,Mysore Road,28.7881664,1.0,False,2023-12-02T20:31:16
6425,FKID006425,vehicle_breakdown,Old Madras Road,,0.7,False,2023-12-02T20:44:05
6426,FKID006426,road_conditions,Bellary Road 1,282.6844774666667,1.0,False,2023-12-02T21:05:19
6427,FKID006427,vehicle_breakdown,Mysore Road,13.244365666666665,1.0,False,2023-12-02T21:07:44
6428,FKID006428,vehicle_breakdown,Bellary Road 2,,1.0,False,2023-12-02T21:32:02
6429,FKID006429,vehicle_breakdown,Airport New South Road,,1.0,False,2023-12-02T21:33:58
6430,FKID006430,water_logging,West of Chord Road,,1.0,False,2023-12-02T21:37:16
6431,FKID006431,vehicle_breakdown,ORR North 1,,0.7,False,2023-12-02T22:24:33
6432,FKID006432,vehicle_breakdown,ORR North 1,,0.7,False,2023-12-02T22:25:46
6433,FKID006433,vehicle_breakdown,Old Madras Road,78.62757426666667,1.0,False,2023-12-02T22:27:11
6434,FKID006434,construction,Old Madras Road,149.8709145,1.0,False,2023-12-02T22:34:12
6435,FKID006435,vehicle_breakdown,Non-corridor,50.02411501666666,1.0,False,2023-12-02T22:56:20
6436,FKID006436,vehicle_breakdown,Mysore Road,,1.0,False,2023-12-02T23:25:07
6437,FKID006437,vehicle_breakdown,Non-corridor,,1.0,False,2023-12-02T23:33:00
