event_id,event_cause,corridor_fill,start_local,log_duration_actual,duration_min_actual,mu_seq_logspace,sigma_seq_logspace,dur_pred_seq_min,resid_seq_logspace,absresid_seq_logspace,resid_std_seq,in_50pct_interval,in_80pct_interval,in_95pct_interval,interval_width_95,crps_seq,n_earlier_stratum,prior_level,mu_prior_logspace,sigma_prior_logspace,dur_pred_prior_min,resid_prior_logspace,crps_prior,hi_prob_pred,hi_actual,brier_i,ewma_resid_logspace,dur_pred_l45_p50,year_week
FKID003378,vehicle_breakdown,Hosur Road,2024-03-30 10:47:52.962000+05:30,4.6822,107.01,3.8094,0.2378,44.12,0.8728,0.8728,3.67,False,False,False,0.9323,0.738673,14,stratum,3.6831,0.8952,38.77,0.9992,0.613085,0.241,1,0.576059,0.3323,36.47,2024-W13
FKID003368,vehicle_breakdown,Non-corridor,2024-03-30 10:52:56.878000+05:30,3.7286,40.62,3.7313,0.0922,40.73,-0.0027,0.0027,-0.0291,True,True,True,0.3613,0.021572,106,stratum,3.6949,0.9277,39.24,0.0338,0.217284,0.241,0,0.058088,0.2318,27.72,2024-W13
FKID003387,vehicle_breakdown,Non-corridor,2024-03-30 14:02:43.489000+05:30,3.8319,45.15,3.7313,0.0913,40.73,0.1006,0.1006,1.1013,False,True,True,0.358,0.061553,107,stratum,3.6949,0.9277,39.24,0.137,0.224852,0.241,0,0.058088,0.1924,25.89,2024-W13
FKID003391,tree_fall,Non-corridor,2024-03-30 23:10:41.169000+05:30,4.685,107.31,6.8486,0.2924,941.6,-2.1636,2.1636,-7.3983,False,False,False,1.1464,1.998618,72,stratum,6.7849,2.4635,883.42,-2.0999,1.249509,0.241,0,0.058088,-0.5144,987.52,2024-W13
FKID003394,vehicle_breakdown,Non-corridor,2024-03-31 01:04:10.996000+05:30,1.9939,6.34,3.7322,0.0905,40.77,-1.7384,1.7384,-19.2108,False,False,False,0.3547,1.687301,108,stratum,3.6949,0.9277,39.24,-1.701,1.201925,0.241,0,0.058088,-0.8816,29.45,2024-W13
FKID003395,vehicle_breakdown,Mysore Road,2024-03-31 01:20:06.071000+05:30,4.5857,97.07,3.544,0.1202,33.61,1.0417,1.0417,8.6675,False,False,False,0.4711,0.973864,44,stratum,3.4976,0.9394,32.04,1.0881,0.672811,0.241,1,0.576059,-0.3046,44.7,2024-W13
FKID003402,vehicle_breakdown,Non-corridor,2024-03-31 02:23:51.926000+05:30,4.7046,109.46,3.7164,0.091,40.12,0.9882,0.9882,10.8553,False,False,False,0.3569,0.936851,109,stratum,3.6949,0.9277,39.24,1.0098,0.616629,0.241,1,0.576059,0.0832,29.54,2024-W13
FKID003396,pot_holes,ORR West 1,2024-03-31 02:26:48.487000+05:30,4.7028,109.25,9.6762,2.1799,15933.08,-4.9734,4.9734,-2.2815,False,False,False,8.5453,3.760387,0,cause,9.6762,2.1799,15933.08,-4.9734,3.760387,0.0,0,0.0,-1.4338,6623.81,2024-W13
FKID003404,construction,ORR East 2,2024-03-31 02:28:40.531000+05:30,6.5904,727.09,6.5553,0.2719,701.97,0.0351,0.0351,0.1292,True,True,True,1.0657,0.065342,24,stratum,6.6598,0.5156,779.38,-0.0694,0.124218,0.0,0,0.0,-0.9931,739.61,2024-W13
FKID003405,tree_fall,West of Chord Road,2024-03-31 03:07:36.724000+05:30,8.154,3476.36,5.9876,1.3356,397.45,2.1664,2.1664,1.6221,False,False,True,5.2354,1.471851,5,cause,6.5149,2.4587,674.12,1.6391,0.995079,0.044,0,0.001932,-0.0452,101.92,2024-W13
FKID003401,vehicle_breakdown,Non-corridor,2024-03-31 03:08:31.245000+05:30,2.8753,16.73,3.7253,0.0906,40.48,-0.8501,0.8501,-9.3776,False,False,False,0.3553,0.798921,110,stratum,3.6949,0.9277,39.24,-0.8196,0.488251,0.241,0,0.058088,-0.2867,30.14,2024-W13
FKID003410,water_logging,Mysore Road,2024-03-31 03:33:31.870000+05:30,10.0534,23233.95,8.0476,0.5642,3125.19,2.0058,2.0058,3.5554,False,False,False,2.2115,1.687601,17,cause,9.1827,2.0384,9726.5,0.8707,0.622514,0.0,0,0.0,0.4011,861.72,2024-W13
FKID003412,pot_holes,Non-corridor,2024-03-31 03:41:14.744000+05:30,8.4914,4871.57,6.5906,0.6093,727.21,1.9008,1.9008,3.1194,False,False,False,2.3886,1.557301,27,stratum,9.7728,2.123,17549.66,-1.2815,0.795685,0.0,0,0.0,0.851,1308.57,2024-W13
FKID003416,vehicle_breakdown,Non-corridor,2024-03-31 03:57:59.808000+05:30,3.0035,19.16,3.7177,0.0902,40.17,-0.7143,0.7143,-7.9226,False,False,False,0.3534,0.663406,111,stratum,3.6949,0.9277,39.24,-0.6914,0.413351,0.241,0,0.058088,0.3814,29.2,2024-W13
FKID003414,vehicle_breakdown,Tumkur Road,2024-03-31 04:56:18.189000+05:30,1.1153,2.05,3.4026,0.1516,29.04,-2.2873,2.2873,-15.0904,False,False,False,0.5942,2.201791,35,stratum,3.5342,0.7689,33.27,-2.4189,1.985478,0.241,0,0.058088,-0.4192,40.33,2024-W13
FKID003440,vehicle_breakdown,Non-corridor,2024-03-31 06:32:55.990000+05:30,4.718,110.95,3.7114,0.0896,39.91,1.0066,1.0066,11.237,False,False,False,0.3512,0.956071,112,stratum,3.6949,0.9277,39.24,1.0232,0.626365,0.241,1,0.576059,0.0085,27.74,2024-W13
FKID003429,vehicle_breakdown,Hosur Road,2024-03-31 07:18:48.072000+05:30,3.1763,22.96,3.8639,0.229,46.65,-0.6876,0.6876,-3.0028,False,False,False,0.8976,0.558576,15,stratum,3.6831,0.8952,38.77,-0.5068,0.320701,0.241,0,0.058088,-0.2003,39.07,2024-W13
FKID003430,others,Bellary Road 1,2024-03-31 07:49:00.125000+05:30,3.1177,21.59,5.9179,0.8099,370.62,-2.8002,2.8002,-3.4575,False,False,False,3.1748,2.343367,9,stratum,6.1202,3.3279,453.93,-3.0025,1.790645,0.0,0,0.0,-0.9803,69.93,2024-W13
FKID003439,vehicle_breakdown,Non-corridor,2024-03-31 07:54:11.328000+05:30,2.5697,12.06,3.7202,0.0892,40.27,-1.1505,1.1505,-12.894,False,False,False,0.3498,1.100172,113,stratum,3.6949,0.9277,39.24,-1.1251,0.703117,0.241,0,0.058088,-1.0313,27.51,2024-W13
FKID003436,vehicle_breakdown,Non-corridor,2024-03-31 07:55:53.854000+05:30,4.8264,123.76,3.7102,0.089,39.86,1.1162,1.1162,12.5394,False,False,False,0.3489,1.065932,114,stratum,3.6949,0.9277,39.24,1.1315,0.708097,0.241,1,0.576059,-0.3871,27.51,2024-W13
FKID003442,vehicle_breakdown,Bellary Road 1,2024-03-31 08:39:42.295000+05:30,3.0434,19.98,3.3512,0.1758,27.54,-0.3078,0.3078,-1.7507,False,False,True,0.6892,0.214278,22,stratum,3.6906,1.0557,39.07,-0.6471,0.400187,0.241,0,0.058088,-0.3633,35.67,2024-W13
FKID003443,vehicle_breakdown,Non-corridor,2024-03-31 08:43:05.185000+05:30,3.5349,33.29,3.7199,0.0888,40.26,-0.185,0.185,-2.0844,False,False,False,0.3479,0.136134,115,stratum,3.6949,0.9277,39.24,-0.16,0.227776,0.241,0,0.058088,-0.3098,27.85,2024-W13
FKID003444,vehicle_breakdown,Tumkur Road,2024-03-31 09:24:47.986000+05:30,4.4732,86.64,3.3425,0.1593,27.29,1.1308,1.1308,7.1003,False,False,False,0.6243,1.040931,36,stratum,3.5342,0.7689,33.27,0.9391,0.587837,0.241,1,0.576059,0.1224,41.1,2024-W13
FKID003446,pot_holes,Non-corridor,2024-03-31 09:48:43.684000+05:30,8.2881,3975.11,6.6479,0.5935,770.19,1.6401,1.6401,2.7634,False,False,False,2.3266,1.306294,28,stratum,9.7728,2.123,17549.66,-1.4848,0.894316,0.0159,0,0.000252,0.5777,1169.0,2024-W13
FKID003445,vehicle_breakdown,Non-corridor,2024-03-31 09:49:14.260000+05:30,1.6214,4.06,3.7183,0.088,40.19,-2.0969,2.0969,-23.8238,False,False,False,0.345,2.047276,116,stratum,3.6949,0.9277,39.24,-2.0735,1.558324,0.241,0,0.058088,-0.2247,27.48,2024-W13
FKID003454,pot_holes,Non-corridor,2024-03-31 10:14:47.007000+05:30,8.6682,5814.19,6.6948,0.5777,807.2,1.9734,1.9734,3.4161,False,False,False,2.2645,1.647596,29,stratum,9.7728,2.123,17549.66,-1.1046,0.720392,0.0159,0,0.000252,0.4347,1104.52,2024-W13
FKID003452,others,Non-corridor,2024-03-31 11:43:46.075000+05:30,4.6316,101.68,5.9261,0.5142,373.68,-1.2945,1.2945,-2.5173,False,False,False,2.0158,1.006311,27,stratum,6.7457,3.1072,849.37,-2.1141,1.278822,0.0,0,0.0,-0.084,53.54,2024-W13
FKID003451,vehicle_breakdown,Non-corridor,2024-03-31 12:10:30.789000+05:30,2.2792,8.77,3.7005,0.089,39.47,-1.4214,1.4214,-15.9619,False,False,False,0.3491,1.37112,117,stratum,3.6949,0.9277,39.24,-1.4157,0.943535,0.241,0,0.058088,-0.4852,32.07,2024-W13
FKID003456,tree_fall,Non-corridor,2024-03-31 12:32:26.554000+05:30,9.0391,8425.19,6.8194,0.29,914.45,2.2197,2.2197,7.6553,False,False,False,1.1366,2.056095,73,stratum,6.7849,2.4635,883.42,2.2542,1.345634,0.8182,1,0.033058,0.3262,11107.41,2024-W13
FKID003458,vehicle_breakdown,Old Airport Road,2024-03-31 12:33:21.342000+05:30,4.8181,122.72,3.6955,0.4493,39.26,1.1226,1.1226,2.4983,False,False,False,1.7614,0.870879,7,stratum,3.1249,1.1074,21.76,1.6931,1.129107,0.241,1,0.576059,0.5651,26.39,2024-W13
FKID003459,vehicle_breakdown,Non-corridor,2024-03-31 12:39:39.878000+05:30,4.5213,90.96,3.6886,0.0891,38.99,0.8328,0.8328,9.3467,False,False,False,0.3493,0.782484,118,stratum,3.6949,0.9277,39.24,0.8265,0.492552,0.241,1,0.576059,0.6454,27.32,2024-W13
FKID003465,construction,Non-corridor,2024-03-31 17:04:48.050000+05:30,5.805,330.97,6.2717,0.5702,528.38,-0.4667,0.4667,-0.8184,False,True,True,2.2352,0.277656,27,stratum,6.382,3.195,590.1,-0.577,0.788105,0.241,0,0.058088,0.3118,644.01,2024-W13
FKID003468,vehicle_breakdown,Bellary Road 1,2024-04-01 00:47:43.540000+05:30,3.2285,24.24,3.3378,0.1688,27.16,-0.1094,0.1094,-0.6479,True,True,True,0.6618,0.066772,23,stratum,3.6906,1.0557,39.07,-0.4621,0.326134,0.241,0,0.058088,0.1854,44.21,2024-W13
FKID003469,vehicle_breakdown,ORR North 2,2024-04-01 02:24:47.820000+05:30,3.7518,41.6,3.6967,0.2474,39.31,0.0552,0.0552,0.2231,True,True,True,0.9698,0.062708,12,stratum,3.533,0.9242,33.23,0.2189,0.23657,0.241,0,0.058088,0.1464,42.98,2024-W13
FKID003476,vehicle_breakdown,Mysore Road,2024-04-01 03:49:42.475000+05:30,2.949,18.09,3.5668,0.1197,34.4,-0.6177,0.6177,-5.1611,False,False,False,0.4692,0.550193,45,stratum,3.4976,0.9394,32.04,-0.5486,0.343821,0.2738,0,0.074972,-0.0829,48.35,2024-W13
FKID003484,others,IRR(Thanisandra road),2024-04-01 07:14:47.858000+05:30,4.1909,65.08,6.7859,2.9461,884.28,-2.595,2.595,-0.8808,False,True,True,11.5486,1.545675,0,cause,6.7859,2.9461,884.28,-2.595,1.545675,0.044,0,0.001932,-0.8365,83.74,2024-W14
FKID003485,construction,Non-corridor,2024-04-01 07:26:08.827000+05:30,7.9946,2963.88,6.2554,0.5507,519.82,1.7392,1.7392,3.1583,False,False,False,2.1587,1.428731,28,stratum,6.382,3.195,590.1,1.6126,1.064642,0.044,0,0.001932,-0.0638,225.12,2024-W14
FKID003486,vehicle_breakdown,Magadi Road,2024-04-01 08:36:18.897000+05:30,2.788,15.25,3.7575,0.1405,41.84,-0.9695,0.9695,-6.9022,False,False,False,0.5506,0.890252,22,stratum,3.6719,0.9025,38.33,-0.8839,0.531068,0.241,0,0.058088,-0.3355,36.74,2024-W14
FKID003490,vehicle_breakdown,Non-corridor,2024-04-01 08:53:13.620000+05:30,4.8899,131.94,3.6955,0.0886,39.27,1.1944,1.1944,13.4774,False,False,False,0.3474,1.144407,119,stratum,3.6949,0.9277,39.24,1.1951,0.758289,0.241,1,0.576059,0.1235,30.11,2024-W14
FKID003493,others,Tumkur Road,2024-04-01 10:55:38.906000+05:30,4.5388,92.58,7.0088,0.9468,1105.33,-2.47,2.47,-2.6088,False,False,False,3.7115,1.938547,5,stratum,8.0714,1.826,3200.66,-3.5327,2.539334,0.0,0,0.0,-0.6546,401.71,2024-W14
FKID003502,others,Bellary Road 2,2024-04-01 12:25:05.070000+05:30,9.591,14632.12,4.3463,0.001,76.19,5.2447,5.2447,5244.7326,False,False,False,0.0039,5.244174,1,stratum,7.1239,1.9498,1240.32,2.4671,1.558108,0.4348,1,0.319471,1.1152,11505.68,2024-W14
FKID003497,accident,Bellary Road 2,2024-04-01 14:13:56.797000+05:30,4.7185,111.0,3.4828,0.5334,31.55,1.2357,1.2357,2.3164,False,False,False,2.0911,0.938432,0,stratum,3.4828,0.5334,31.55,1.2357,0.938432,0.241,1,0.576059,1.1514,44.48,2024-W14
FKID003501,others,Bellary Road 1,2024-04-01 23:42:43.713000+05:30,7.8,2439.67,5.6532,0.7748,284.19,2.1469,2.1469,2.771,False,False,False,3.0371,1.71105,10,stratum,6.1202,3.3279,453.93,1.6799,1.109,0.2738,0,0.074972,1.45,7907.68,2024-W14
FKID003499,vehicle_breakdown,ORR North 2,2024-04-01 23:58:41.937000+05:30,4.336,75.41,3.7015,0.2296,39.51,0.6346,0.6346,2.7637,False,False,False,0.9001,0.505423,13,stratum,3.533,0.9242,33.23,0.8031,0.478089,0.2738,1,0.527353,1.2054,43.13,2024-W14
FKID003500,vehicle_breakdown,Non-corridor,2024-04-02 00:23:03.655000+05:30,4.2412,68.49,3.7054,0.0884,39.67,0.5358,0.5358,6.0586,False,False,False,0.3467,0.485918,120,stratum,3.6949,0.9277,39.24,0.5463,0.34157,0.241,0,0.058088,1.0045,30.11,2024-W14
FKID003511,vehicle_breakdown,ORR East 1,2024-04-02 01:13:56.956000+05:30,4.9838,145.03,3.3479,0.2922,27.44,1.6358,1.6358,5.598,False,False,False,1.1455,1.47098,15,stratum,3.877,1.3422,47.28,1.1068,0.658465,0.2738,1,0.527353,1.1939,44.67,2024-W14
FKID003507,others,Non-corridor,2024-04-02 02:29:08.727000+05:30,5.4672,235.79,5.8804,0.4983,356.96,-0.4132,0.4132,-0.8293,False,True,True,1.9532,0.245831,28,stratum,6.7457,3.1072,849.37,-1.2785,0.933087,0.044,0,0.001932,0.7118,58.67,2024-W14
FKID003505,vehicle_breakdown,Old Airport Road,2024-04-02 02:30:57.436000+05:30,4.3286,74.84,3.8212,0.4138,44.66,0.5074,0.5074,1.2263,False,True,True,1.6221,0.317964,8,stratum,3.1249,1.1074,21.76,1.2037,0.734877,0.241,1,0.576059,0.6505,29.23,2024-W14
FKID003510,construction,ORR East 1,2024-04-02 03:19:04.635000+05:30,7.3637,1576.69,5.5556,5.003,257.69,1.8081,1.8081,0.3614,True,True,True,19.6118,1.427066,0,stratum,5.5556,5.003,257.69,1.8081,1.427066,0.044,0,0.001932,0.9978,108.36,2024-W14
FKID003518,vehicle_breakdown,Old Airport Road,2024-04-02 05:55:28.394000+05:30,2.7237,14.24,3.8801,0.3751,47.43,-1.1564,1.1564,-3.0828,False,False,False,1.4705,0.944996,9,stratum,3.1249,1.1074,21.76,-0.4012,0.316154,0.241,0,0.058088,0.3515,32.44,2024-W14
FKID003531,vehicle_breakdown,ORR North 1,2024-04-02 07:40:08.003000+05:30,3.6604,37.88,3.9127,0.1943,49.04,-0.2524,0.2524,-1.2991,False,False,True,0.7616,0.160506,15,stratum,3.5683,0.8366,34.46,0.092,0.199539,0.241,0,0.058088,0.1703,34.08,2024-W14
FKID003539,construction,Non-corridor,2024-04-02 10:00:02.783000+05:30,7.2736,1440.72,6.3136,0.5353,551.04,0.96,0.96,1.7933,False,False,True,2.0984,0.673501,29,stratum,6.382,3.195,590.1,0.8916,0.845276,0.044,0,0.001932,0.4072,155.57,2024-W14
FKID003538,others,ORR North 2,2024-04-02 10:30:50.267000+05:30,3.447,30.41,10.3338,0.001,30752.37,-6.8868,6.8868,-6886.7709,False,False,False,0.0039,6.886214,1,stratum,6.2612,3.0003,522.82,-2.8142,1.68329,0.0159,0,0.000252,-1.781,64.54,2024-W14
FKID003535,vehicle_breakdown,Bellary Road 1,2024-04-02 10:43:16.714000+05:30,4.9223,136.32,3.333,0.162,27.02,1.5893,1.5893,9.8102,False,False,False,0.635,1.497864,24,stratum,3.6906,1.0557,39.07,1.2317,0.762888,0.2738,1,0.527353,-0.7699,38.95,2024-W14
FKID003540,water_logging,Bannerghata Road,2024-04-02 11:13:22.781000+05:30,7.7896,2414.28,7.7889,1.5027,2412.64,0.0007,0.0007,0.0005,True,True,True,5.8905,0.351171,3,cause,9.1827,2.0384,9726.5,-1.3931,0.842087,0.044,0,0.001932,-0.5387,523.75,2024-W14
FKID003542,vehicle_breakdown,Mysore Road,2024-04-02 11:42:04.412000+05:30,3.7269,40.55,3.5536,0.1179,33.94,0.1734,0.1734,1.471,False,False,True,0.462,0.114251,46,stratum,3.4976,0.9394,32.04,0.2293,0.24176,0.2738,0,0.074972,-0.3251,37.9,2024-W14
FKID003544,vehicle_breakdown,Bannerghata Road,2024-04-02 12:08:45.177000+05:30,3.6571,37.75,3.8816,0.2547,47.5,-0.2245,0.2245,-0.8813,False,True,True,0.9985,0.133725,8,stratum,3.5262,0.6457,33.0,0.1309,0.161458,0.241,0,0.058088,-0.2949,31.16,2024-W14
FKID003545,vehicle_breakdown,Bellary Road 1,2024-04-02 12:19:30.630000+05:30,4.3857,79.3,3.3959,0.1672,28.84,0.9898,0.9898,5.9183,False,False,False,0.6556,0.895472,25,stratum,3.6906,1.0557,39.07,0.6952,0.42301,0.2738,1,0.527353,0.0905,36.93,2024-W14
FKID003552,vehicle_breakdown,Mysore Road,2024-04-02 13:02:27.344000+05:30,3.5887,35.19,3.5572,0.1154,34.07,0.0315,0.0315,0.2727,True,True,True,0.4525,0.030383,47,stratum,3.4976,0.9394,32.04,0.0911,0.22306,0.2738,0,0.074972,0.0728,36.28,2024-W14
FKID003554,vehicle_breakdown,Mysore Road,2024-04-02 14:28:07.976000+05:30,4.2745,70.84,3.5579,0.1131,34.09,0.7166,0.7166,6.3377,False,False,False,0.4433,0.652838,48,stratum,3.4976,0.9394,32.04,0.7769,0.462186,0.241,0,0.058088,0.2659,36.12,2024-W14
FKID003562,vehicle_breakdown,Mysore Road,2024-04-03 00:31:52.706000+05:30,3.6687,38.2,3.5723,0.1117,34.6,0.0964,0.0964,0.8629,False,True,True,0.4379,0.057376,49,stratum,3.4976,0.9394,32.04,0.1711,0.231935,0.2738,0,0.074972,0.2151,47.26,2024-W14
FKID003565,vehicle_breakdown,Varthur Road,2024-04-03 01:21:57.701000+05:30,3.8682,46.86,3.7492,0.4006,41.49,0.1191,0.1191,0.2972,True,True,True,1.5705,0.107641,4,stratum,3.7226,0.9337,40.37,0.1456,0.227244,0.241,0,0.058088,0.1863,38.65,2024-W14
FKID003567,vehicle_breakdown,Non-corridor,2024-04-03 01:54:24.222000+05:30,4.1803,64.39,3.7098,0.0878,39.84,0.4705,0.4705,5.3576,False,False,False,0.3443,0.420972,121,stratum,3.6949,0.9277,39.24,0.4854,0.315881,0.241,0,0.058088,0.2715,29.89,2024-W14
FKID003564,others,Bellary Road 2,2024-04-03 02:15:04.081000+05:30,5.4891,241.05,7.0424,1.3437,1143.14,-1.5533,1.5533,-1.156,False,True,True,5.2672,0.960075,2,stratum,7.1239,1.9498,1240.32,-1.6348,0.972562,0.0,0,0.0,-0.2759,525.33,2024-W14
FKID003569,tree_fall,Tumkur Road,2024-04-03 02:24:32.794000+05:30,6.4397,625.24,8.0609,1.0438,3167.25,-1.6212,1.6212,-1.5532,False,False,True,4.0917,1.08644,4,cause,6.5149,2.4587,674.12,-0.0752,0.575509,0.0,0,0.0,-0.6795,439.23,2024-W14
FKID003577,public_event,Mysore Road,2024-04-03 04:22:09.622000+05:30,0.4739,0.61,5.2631,2.5811,192.08,-4.7892,4.7892,-1.8555,False,False,True,10.1179,3.396961,0,cause,5.2631,2.5811,192.08,-4.7892,3.396961,0.044,0,0.001932,-1.9124,19.09,2024-W14
FKID003576,vehicle_breakdown,Bellary Road 1,2024-04-03 04:27:39.308000+05:30,2.7893,15.27,3.4331,0.1651,29.97,-0.6438,0.6438,-3.8995,False,False,False,0.6472,0.550666,26,stratum,3.6906,1.0557,39.07,-0.9012,0.536281,0.241,0,0.058088,-1.5318,37.58,2024-W14
FKID003578,others,Hosur Road,2024-04-03 04:42:54.639000+05:30,9.9754,21489.39,5.8027,0.001,330.18,4.1727,4.1727,4172.692,False,False,False,0.0039,4.172132,1,stratum,6.8073,2.7275,903.38,3.1681,1.960253,1.0,1,0.0,0.1795,29231.42,2024-W14
FKID003580,vehicle_breakdown,Old Madras Road,2024-04-03 05:33:42.292000+05:30,4.0819,58.26,3.5262,0.2094,32.99,0.5558,0.5558,2.6545,False,False,False,0.8207,0.438173,10,stratum,3.3824,0.9415,28.44,0.6995,0.418325,0.241,0,0.058088,0.2924,35.48,2024-W14
FKID003581,vehicle_breakdown,Old Madras Road,2024-04-03 05:57:18.234000+05:30,3.5817,34.93,3.5747,0.1965,34.68,0.007,0.007,0.0355,True,True,True,0.7703,0.046021,11,stratum,3.3824,0.9415,28.44,0.1993,0.236793,0.241,0,0.058088,0.2068,35.48,2024-W14
FKID003587,vehicle_breakdown,Tumkur Road,2024-04-03 07:27:01.824000+05:30,4.0994,59.31,3.3718,0.1578,28.13,0.7276,0.7276,4.6098,False,False,False,0.6187,0.638565,37,stratum,3.5342,0.7689,33.27,0.5652,0.338376,0.241,0,0.058088,0.363,40.58,2024-W14
FKID003592,vehicle_breakdown,ORR East 1,2024-04-03 08:50:01.908000+05:30,4.7103,110.09,3.4467,0.2911,30.4,1.2636,1.2636,4.3411,False,False,False,1.141,1.099363,16,stratum,3.877,1.3422,47.28,0.8333,0.513693,0.241,1,0.576059,0.6332,39.93,2024-W14
FKID003594,vehicle_breakdown,Mysore Road,2024-04-03 09:01:30.763000+05:30,4.7593,115.66,3.5742,0.1095,34.67,1.185,1.185,10.8197,False,False,False,0.4293,1.123239,50,stratum,3.4976,0.9394,32.04,1.2616,0.809637,0.2738,1,0.527353,0.7987,38.82,2024-W14
FKID003595,vehicle_breakdown,Non-corridor,2024-04-03 09:08:44.805000+05:30,2.5461,11.76,3.7136,0.0872,40.0,-1.1675,1.1675,-13.3901,False,False,False,0.3418,1.118321,122,stratum,3.6949,0.9277,39.24,-1.1488,0.721557,0.241,0,0.058088,0.2089,29.38,2024-W14
FKID003596,vehicle_breakdown,Mysore Road,2024-04-03 10:29:48.351000+05:30,3.7589,41.9,3.5971,0.1098,35.49,0.1618,0.1618,1.4737,False,False,True,0.4303,0.106667,51,stratum,3.4976,0.9394,32.04,0.2613,0.248343,0.2738,0,0.074972,0.1947,38.37,2024-W14
FKID003599,others,Non-corridor,2024-04-03 10:38:10.357000+05:30,3.9075,48.77,5.8658,0.4817,351.76,-1.9583,1.9583,-4.0657,False,False,False,1.8881,1.686545,29,stratum,6.7457,3.1072,849.37,-2.8382,1.694048,0.0,0,0.0,-0.4512,56.75,2024-W14
FKID003600,vehicle_breakdown,Non-corridor,2024-04-03 10:43:42.275000+05:30,4.1372,61.63,3.7042,0.087,39.62,0.433,0.433,4.9777,False,False,False,0.341,0.38396,123,stratum,3.6949,0.9277,39.24,0.4424,0.29939,0.241,0,0.058088,-0.1859,29.33,2024-W14
FKID003604,vehicle_breakdown,Bellary Road 1,2024-04-03 11:20:02.058000+05:30,5.1139,165.32,3.4097,0.1607,29.26,1.7042,1.7042,10.6027,False,False,False,0.6301,1.6135,27,stratum,3.6906,1.0557,39.07,1.4234,0.914436,1.0,1,0.0,0.3811,236.0,2024-W14
FKID003607,vehicle_breakdown,Tumkur Road,2024-04-03 12:04:08.261000+05:30,3.628,36.64,3.3901,0.1549,28.67,0.2379,0.2379,1.5357,False,False,True,0.6074,0.158888,38,stratum,3.5342,0.7689,33.27,0.0939,0.184243,0.241,0,0.058088,0.3382,38.17,2024-W14
FKID003612,water_logging,ORR North 1,2024-04-03 12:14:43.770000+05:30,8.3742,4332.94,6.3791,0.6448,588.37,1.9952,1.9952,3.0942,False,False,False,2.5276,1.631735,3,cause,9.1827,2.0384,9726.5,-0.8085,0.602631,0.0,0,0.0,0.8353,1430.06,2024-W14
FKID003617,water_logging,Non-corridor,2024-04-03 12:17:28.920000+05:30,5.3067,200.69,6.7907,0.3394,888.54,-1.484,1.484,-4.3722,False,False,False,1.3305,1.292474,52,stratum,9.533,2.0582,13807.62,-4.2263,3.095349,0.0159,0,0.000252,0.1395,767.57,2024-W14
FKID003616,water_logging,Bellary Road 1,2024-04-03 12:22:50.391000+05:30,5.1237,166.96,6.8534,0.8016,946.13,-1.7297,1.7297,-2.1577,False,False,False,3.1424,1.286248,7,cause,9.1827,2.0384,9726.5,-4.059,2.944379,0.044,0,0.001932,-0.4213,287.16,2024-W14
FKID003618,tree_fall,ORR North 1,2024-04-03 12:36:03.851000+05:30,4.5242,91.22,4.4649,0.6483,85.91,0.0593,0.0593,0.0915,True,True,True,2.5415,0.153674,2,cause,6.5149,2.4587,674.12,-1.9907,1.184656,0.0159,0,0.000252,-0.2771,114.58,2024-W14
FKID003622,tree_fall,ORR North 1,2024-04-03 12:37:47.556000+05:30,7.287,1460.2,4.4522,0.4444,84.81,2.8349,2.8349,6.3797,False,False,False,1.7419,2.584158,3,cause,6.5149,2.4587,674.12,0.7721,0.670537,0.241,0,0.058088,0.6565,964.57,2024-W14
FKID003621,water_logging,Non-corridor,2024-04-03 12:39:54.594000+05:30,6.9149,1006.17,6.7625,0.3342,863.8,0.1524,0.1524,0.4561,True,True,True,1.3099,0.105347,53,stratum,9.533,2.0582,13807.62,-2.6182,1.655763,0.0159,0,0.000252,0.5053,767.57,2024-W14
FKID003620,tree_fall,Non-corridor,2024-04-03 12:41:23.135000+05:30,6.8317,925.74,6.849,0.2876,941.94,-0.0173,0.0173,-0.0603,True,True,True,1.1274,0.067626,74,stratum,6.7849,2.4635,883.42,0.0467,0.576069,0.241,0,0.058088,0.3485,1018.02,2024-W14
FKID003624,water_logging,Bellary Road 1,2024-04-03 12:42:10.845000+05:30,3.8724,47.06,6.6354,0.7268,760.58,-2.763,2.763,-3.8014,False,False,False,2.8492,2.352949,8,cause,9.1827,2.0384,9726.5,-5.3103,4.166166,0.044,0,0.001932,-0.585,287.16,2024-W14
FKID003625,water_logging,Tumkur Road,2024-04-03 12:48:03.945000+05:30,5.6756,290.65,6.4472,0.9167,629.96,-0.7717,0.7717,-0.8418,False,True,True,3.5936,0.45909,2,cause,9.1827,2.0384,9726.5,-3.5071,2.428024,0.0,0,0.0,-0.641,1007.74,2024-W14
FKID003634,water_logging,Varthur Road,2024-04-03 12:50:53.423000+05:30,8.3752,4336.98,7.3032,0.001,1484.0,1.072,1.072,1071.9908,False,False,False,0.0039,1.071428,1,cause,9.1827,2.0384,9726.5,-0.8075,0.602343,0.0,0,0.0,-0.1271,1199.66,2024-W14
FKID003628,others,Non-corridor,2024-04-03 12:50:58.087000+05:30,6.9039,995.14,5.8017,0.4701,329.85,1.1022,1.1022,2.3447,False,False,False,1.8427,0.84001,30,stratum,6.7457,3.1072,849.37,0.1582,0.729351,0.0,0,0.0,0.2417,57.46,2024-W14
