junction,dis_score,risk_level,obi_component,hawkes_component,future_risk_component,rmst_component,persistence_component,pc1_loading_obi,pc1_loading_hawkes,pc1_loading_future,pc1_loading_rmst,pc1_loading_persistence,ods_score,duration_factor,closure_factor,cascade_factor,p80_duration_min,closure_flag,hawkes_branching_ratio,officers,supervisors,tow_vehicles,qru_units,patrol_vehicles,barricades_from_ods,allocated_officers,allocated_tow,allocated_barricades,allocated_supervisors,allocation_fraction_x,strategy,barricades,closure_type,teams_needed,severity_hotspot_score,persistence_class,tow_unit,tow_priority_score,allocation_fraction_y,fully_allocated
GovindapuraCross,4.57,Low,0.0881585833871689,0.0,0.0022482265194852,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,19.19,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,4.061765723881059,recurring,,,,
NGV RearGateJunc,4.5,Low,0.0877176765415557,0.0,0.0008926150566216,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,18.9,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,10.295262908860002,recurring,,,,
D'SouzaCircle,4.71,Low,0.0870416987453013,0.0,0.0069218234325995,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,19.78,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,18.263631989400544,transient,,,,
Minerva Circle,4.46,Low,0.0864082764538785,0.0,0.0013290441266196,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,18.73,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,6.370862975003506,recurring,,,,
"Trilight Circle,Race course Road",10.43,Low,0.0860849340013033,0.0,0.0010321370011685,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,65.71,4.0,1.5,1.05,360.0,1,0.05,3,1,1,0,1,4,3,1,4,1,1.0,none,4,none,1,8.226115169629434,recurring,,,,
Basappa Circle Junction,4.74,Low,0.0855306587043108,0.0,0.009396572592064,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,19.91,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,12.245724121673362,transient,,,,
UpparpetJunction,4.4,Low,0.0852347663081559,0.0,0.0008926150566216,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,27.72,4.0,1.5,1.05,360.0,1,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,8.91840189226469,recurring,,,,
LowerAgaram(IndiaGarage)Junc,10.39,Low,0.0851958857386098,0.0,0.0008926150566216,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,43.64,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,9.106652571585553,recurring,,,,
HosmatJunction,4.57,Low,0.084389992199015,0.0,0.0063317935923847,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,19.19,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,12.185297171643178,transient,,,,
ShankarMuttCircle,4.56,Low,0.0840581092820891,0.0,0.0063317935923847,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,19.15,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,11.357440692579338,transient,,,,
Bamboobazar(Shivajinagar),4.32,Low,0.083370055429192,0.0,0.0008926150566216,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,18.14,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,9.78487777292734,transient,,,,
"Jayanagar 4th main,36th cross",4.3,Low,0.0829230814277258,0.0,0.0008926150566216,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,18.06,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,9.567808976840697,transient,,,,
SafinaPlazaJunc,6.32,Low,0.0823417457292939,0.0,0.0003112119609678,0.6075537164331523,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,26.54,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,12.546837052395531,transient,,,,
BasavamantapaJunc-Dr RajkumarRd,4.26,Low,0.0820384432656231,0.0,0.0008926150566216,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.89,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,9.431264207821773,transient,,,,
NTTF JunctionPeenya,4.25,Low,0.0817675733297859,0.0,0.000958385519843,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.85,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,8.472345179845922,transient,,,,
NavarangBarJunc-Dr RajkumarRd,4.24,Low,0.0815002997696228,0.0,0.0008926150566216,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.81,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,9.919610067032664,transient,,,,
KCG HospitalJunction,4.23,Low,0.081378181414121,0.0,0.0008926150566216,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.77,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,9.614995196369373,transient,,,,
ISRO Junction-NewBEL Rd,4.26,Low,0.0807748367694151,0.0,0.0022482265194852,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.89,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,0.0,transient,,,,
MaharajaJunction,10.2,Low,0.0802416999047471,0.0,0.0013290441266196,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,42.84,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,6.383558335161812,transient,,,,
ColesParkJunc,4.23,Low,0.0799962214143905,0.0,0.0022482265194852,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,26.65,4.0,1.5,1.05,360.0,1,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,4.061765723881059,transient,,,,
NagaTheaterJunc-Ulsoor,4.19,Low,0.0798539808203907,0.0,0.0013290441266196,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,26.4,4.0,1.5,1.05,360.0,1,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,5.416422819377365,transient,,,,
ThomasCafe-New,4.21,Low,0.07964574752907,0.0,0.0022482265194852,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.68,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,4.061765723881059,transient,,,,
DMRoadJunc(Basavangudi),10.21,Low,0.07964574752907,0.0,0.0022482265194852,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,42.88,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,4.061765723881059,transient,,,,
DickensonRd-AdigasJunc,10.21,Low,0.07964574752907,0.0,0.0022482265194852,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,42.88,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,4.061765723881059,transient,,,,
KensingtonOvalJunc,10.21,Low,0.07964574752907,0.0,0.0022482265194852,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,42.88,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,4.061765723881059,transient,,,,
MSRamaiahHospitalJunc,4.21,Low,0.07964574752907,0.0,0.0022482265194852,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.68,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,4.061765723881059,transient,,,,
K G Junction,4.21,Low,0.07964574752907,0.0,0.0022482265194852,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.68,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,4.061765723881059,transient,,,,
YediyurMeternityHospital,4.21,Low,0.0796166185391471,0.0,0.0022482265194852,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,26.52,4.0,1.5,1.05,360.0,1,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,3.9891056928687663,transient,,,,
KR Road-14thCross Junc,4.17,Low,0.0795752911246319,0.0,0.0012155426453288,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.51,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,4.824388322532902,transient,,,,
27th Cross Jayanagar(Ganapathi Temple),4.17,Low,0.079561346709943,0.0,0.0012155426453288,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.51,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,4.789605049702893,transient,,,,
BHEL Gate,4.2,Low,0.079408622224071,0.0,0.0022482265194852,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.64,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,3.470274839349371,transient,,,,
TVS CrossJunction,4.16,Low,0.0793763634102519,0.0,0.0012155426453288,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.47,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,4.328178397839116,transient,,,,
Geeta Circle,4.16,Low,0.0793515264690786,0.0,0.0012155426453288,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.47,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,4.266224553209622,transient,,,,
MarenahalliRd-18thMainRdJunc,10.19,Low,0.0792969071602095,0.0,0.0022482265194852,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,42.8,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,3.19161018169386,transient,,,,
GowdanapalyaJunction,4.19,Low,0.079219258309174,0.0,0.0022482265194852,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.6,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,2.997921078870964,transient,,,,
Basveshwarnagar 8th main Junction,4.19,Low,0.0791572459504504,0.0,0.0022482265194852,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.6,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,2.843236006716741,transient,,,,
BrigadeMillenium,4.19,Low,0.0791572459504504,0.0,0.0022482265194852,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,26.4,4.0,1.5,1.05,360.0,1,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,2.843236006716741,transient,,,,
ESI(k r puram),10.19,Low,0.0791572459504504,0.0,0.0022482265194852,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,42.8,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,2.843236006716741,transient,,,,
NationalCollege,10.19,Low,0.0791572459504504,0.0,0.0022482265194852,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,42.8,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,2.843236006716741,transient,,,,
BEML GateJunc(SuranjandasRd),4.17,Low,0.0785366369815431,0.0,0.0022482265194852,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.51,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,1.295174537829047,transient,,,,
BhadrappaLayout,5.48,Low,0.0661761732480059,0.0,0.0018726451284026,0.6145802507182587,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,23.02,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,28.10027919314524,recurring,,,,
Yemalur cross junc,35.79,Moderate,0.0514402993355305,0.0,0.0119513107113094,0.0,0.3999999999999998,0.617438,0.0,0.615665,-0.290193,0.394354,150.32,4.0,1.0,1.05,360.0,0,0.05,6,1,2,0,2,8,6,2,8,1,1.0,partial_closure,8,partial_lane,1,59.317188303165565,recurring,TOW-056,0.3293,,
"KuvempuCircleJunc,HAL MainGate",28.04,Low,0.0209820273410507,0.0,0.0002178378370229,0.0,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,117.77,4.0,1.0,1.05,360.0,0,0.05,4,1,2,0,1,6,4,2,6,1,1.0,none,6,none,1,5.768355884952951,recurring,TOW-093,0.2372,,
"Narayanapura cross, Hegde nagar",3.35,Low,0.0,0.0,0.0005078794119624,0.5906995813366258,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,14.07,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,32.90030236343658,recurring,,,,
