event_id,event_cause,corridor,junction,T,archetype,archetype_label
FKID006851,pot_holes,Non-corridor,UttarahalliJunction,11573.268933816667,0,severe
FKID006852,pot_holes,Non-corridor,UttarahalliJunction,11571.595277499999,0,severe
FKID006853,road_conditions,Non-corridor,UttarahalliJunction,11570.538582183333,0,severe
FKID006854,pot_holes,Non-corridor,UttarahalliJunction,11569.559490316666,0,severe
FKID006855,pot_holes,Bannerghata Road,MeenakshiMallJunc,102835.6825144,2,extreme
FKID006856,pot_holes,Non-corridor,UttarahalliJunction,11568.141826033334,0,severe
FKID006857,vehicle_breakdown,CBD 2,IndianExpressJunction,76.97170356666668,1,quick_clear
FKID006867,construction,Bellary Road 2,BagalurCrossJunc,1378.1403613,2,extreme
FKID006868,pot_holes,Hosur Road,AyyappaTempleJunc,61550.61881205,2,extreme
FKID006869,pot_holes,Hosur Road,AyyappaTempleJunc,61547.76969383333,2,extreme
FKID006870,pot_holes,Hosur Road,SarjapurRd-St JohnsRdJunc,61541.132145966665,2,extreme
FKID006871,vehicle_breakdown,Mysore Road,HudsonCircle,14.241182866666666,1,quick_clear
FKID006892,pot_holes,ORR East 1,SilkBoardJunc,171298.78272345001,2,extreme
FKID006893,construction,Bellary Road 2,SantheCircle,12507.257595133333,3,moderate
FKID006894,construction,Airport New South Road,HennurRd-DavisRdJunction,2051059.2206000001,4,extreme_plus
FKID006895,construction,Bellary Road 2,YelhankaCircle,21310.6541148,2,extreme
FKID006896,vehicle_breakdown,CBD 2,PoliceTimmaiahCircle(GPO),169.54879098333333,1,quick_clear
FKID006918,vehicle_breakdown,West of Chord Road,CholurpalyaJunction(MagadiRd),11.163700416666668,1,quick_clear
FKID006922,others,Non-corridor,ArakereGateJunc,95.37588738333334,0,severe
FKID006930,vehicle_breakdown,Non-corridor,KrishnaFlourMill,12.038919366666667,0,severe
FKID006934,vehicle_breakdown,Bellary Road 1,MekhriCircle,74.98126361666667,1,quick_clear
FKID006935,construction,Bellary Road 1,HebbalFlyoverJunc,9615.554235316667,2,extreme
FKID006936,accident,Tumkur Road,GoruguntepalyaJunc,40.03595935,1,quick_clear
FKID006942,others,Bellary Road 2,BagalurCrossJunc,7.651399833333333,1,quick_clear
FKID006946,pot_holes,Tumkur Road,MS RamaiahJunc(TollGate),2780.0727107333337,2,extreme
FKID006948,road_conditions,Non-corridor,BucheryJunction,29293.752187066664,0,severe
FKID006949,vehicle_breakdown,Non-corridor,KarnatakaBhavanJunction,8.552649733333334,0,severe
FKID006950,others,ORR North 2,BEL Circle,7109.272537666667,2,extreme
FKID006951,vehicle_breakdown,Varthur Road,KundanahalliGateJunc,17.611252466666667,1,quick_clear
FKID006952,vehicle_breakdown,Tumkur Road,SRS Peenya Junc,4.0572209,1,quick_clear
FKID006955,others,Non-corridor,KCG HospitalJunction,27375.595020016666,0,severe
FKID006956,vehicle_breakdown,Airport New South Road,HennurRoad-ORR Junc,54.710606883333334,1,quick_clear
FKID006959,vehicle_breakdown,Bellary Road 2,BagalurCrossJunc,10.504899233333333,1,quick_clear
FKID006960,others,Bellary Road 2,BagalurCrossJunc,1555.4924963666667,2,extreme
FKID006961,vehicle_breakdown,Bellary Road 2,YelhankaBypass,33.33801285,1,quick_clear
FKID006962,vehicle_breakdown,Tumkur Road,MS RamaiahJunc(TollGate),45.304458950000004,1,quick_clear
FKID006963,vehicle_breakdown,Mysore Road,SatteliteBusStandJunc,27.371803333333332,1,quick_clear
FKID006966,vehicle_breakdown,Non-corridor,ASC Junction,126.51745251666667,0,severe
FKID006969,vehicle_breakdown,Mysore Road,PoliceCornerJunc,6.22358535,3,moderate
FKID006970,vehicle_breakdown,Bellary Road 2,SantheCircle,6.093109766666667,1,quick_clear
FKID006971,vehicle_breakdown,Bellary Road 2,SantheCircle,57.20298101666666,1,quick_clear
FKID006972,vehicle_breakdown,Magadi Road,LeprosyhospitalJunc,23.494592333333333,1,quick_clear
FKID006978,vehicle_breakdown,CBD 2,PoliceTimmaiahCircle(GPO),24.567187016666665,1,quick_clear
FKID006979,vehicle_breakdown,Non-corridor,SagarTheatreJunc,27.483989266666665,0,severe
FKID006982,vehicle_breakdown,Bellary Road 2,YelhankaCircle,50.716228816666664,1,quick_clear
FKID006985,vehicle_breakdown,Hosur Road,Marigowda-TavarkereRdJunc,64.53818363333333,1,quick_clear
FKID006990,vehicle_breakdown,Mysore Road,SatteliteBusStandJunc,44.14427928333334,1,quick_clear
FKID006995,vehicle_breakdown,Non-corridor,PotteryCircle,72.3468573,3,moderate
FKID006997,vehicle_breakdown,Mysore Road,KIMCO Junction,146.97563921666668,1,quick_clear
FKID007011,vehicle_breakdown,Non-corridor,KrishnaFlourMill,8.205007316666666,0,severe
FKID007012,public_event,West of Chord Road,VijayanagarBusStandJunction,5.945583333333333,1,quick_clear
FKID007013,public_event,West of Chord Road,VijayanagarBusStandJunction,2.23285,1,quick_clear
FKID007015,vehicle_breakdown,ORR North 1,RamamurthyNagarJunction,27.495784800000003,1,quick_clear
FKID007016,construction,Non-corridor,SubbannaJunction,88.96836666666667,0,severe
FKID007020,vehicle_breakdown,Bannerghata Road,JayadevaHospitalJunc,131.96330435,1,quick_clear
FKID007021,vehicle_breakdown,Non-corridor,ChaudrayaCircle/UdayaTVCircle(CantonmentJunc),37.32267656666667,0,severe
FKID007022,vehicle_breakdown,Non-corridor,KrishnaFlourMill,15.536178283333333,0,severe
FKID007025,vehicle_breakdown,Hosur Road,AnepalyaJunc,86.54174110000001,1,quick_clear
FKID007026,vehicle_breakdown,Non-corridor,BhashyamCircle,45.578564199999995,0,severe
FKID007027,construction,ORR East 1,5thMainHSR,1.05055,3,moderate
FKID007029,others,Magadi Road,Srigandakaval,35928.278608266664,2,extreme
FKID007030,others,Non-corridor,LowerAgaram(IndiaGarage)Junc,20.938994716666667,0,severe
FKID007031,vehicle_breakdown,Varthur Road,MaratahalliBridgeJunc,128.22549738333333,1,quick_clear
FKID007046,vehicle_breakdown,Tumkur Road,SRS Peenya Junc,9.538056933333333,1,quick_clear
FKID007050,others,CBD 2,PoliceTimmaiahCircle(GPO),91.00916453333333,1,quick_clear
FKID007052,vehicle_breakdown,Non-corridor,BMTCJunction-K H Road,104.66418203333333,0,severe
FKID007053,vehicle_breakdown,Non-corridor,YelhankaCircle,49.61867263333333,0,severe
FKID007056,vehicle_breakdown,Old Madras Road,OldMadrasRd-BMTC DepotJunc,19.606597833333336,1,quick_clear
FKID007068,water_logging,ORR East 1,Kadubeesanahalli-ORR Junc,15338.187260316667,2,extreme
FKID007075,others,ORR West 1,MysoreRd-RingRdJunc(Nayandanahallii),3102.2017643333334,2,extreme
FKID007076,vehicle_breakdown,Bellary Road 1,BasaweshwaraCircle,30.959790183333332,1,quick_clear
FKID007077,vehicle_breakdown,ORR East 1,Deverabeesanahalli-ORR Junc,14.823477983333333,1,quick_clear
FKID007078,vehicle_breakdown,Non-corridor,AnandRaoJunction,44.150084916666664,0,severe
FKID007079,vehicle_breakdown,Non-corridor,PoliceCornerJunc,27.336794750000003,0,severe
FKID007084,vehicle_breakdown,Mysore Road,PoliceCornerJunc,47.80724921666667,1,quick_clear
FKID007085,vehicle_breakdown,Mysore Road,PoliceCornerJunc,6.048961883333333,3,moderate
FKID007087,accident,Tumkur Road,PeenyaPoliceStation,46.73368636666667,1,quick_clear
FKID007094,vehicle_breakdown,Mysore Road,K R MarketJunction,71.89760106666667,1,quick_clear
FKID007095,others,Mysore Road,AshirwadamCircle,40239.06881353333,2,extreme
FKID007096,vehicle_breakdown,Tumkur Road,GoruguntepalyaJunc,173.42698381666665,1,quick_clear
FKID007099,vehicle_breakdown,Tumkur Road,YeshwanthpuraCircle,38.45392828333333,1,quick_clear
FKID007100,others,Mysore Road,MysoreRd--MadhuPetrolBunkJunction,33.48906055,3,moderate
FKID007101,vehicle_breakdown,Mysore Road,SatteliteBusStandJunc,43.98374376666666,1,quick_clear
FKID007103,vehicle_breakdown,ORR West 1,KamakyaJunction,44.5321139,1,quick_clear
FKID007105,vehicle_breakdown,Non-corridor,ShivandaCircle,16.580316616666668,0,severe
FKID007108,vehicle_breakdown,Bellary Road 1,MekhriCircle,12.5869507,1,quick_clear
FKID007110,vehicle_breakdown,Tumkur Road,YeshwanthpuraCircle,20.0987703,1,quick_clear
FKID007111,vehicle_breakdown,Non-corridor,ShantalaJunction,6.931877533333333,0,severe
FKID007112,vehicle_breakdown,Non-corridor,NIMHANS Junction,74.30124980000001,0,severe
FKID007116,vehicle_breakdown,CBD 2,IndianExpressJunction,15.845159116666668,1,quick_clear
FKID007117,pot_holes,Non-corridor,SindhiColonyJunction,35646.79183071667,0,severe
FKID007118,pot_holes,Non-corridor,SindhiColonyJunction,35645.99223266667,0,severe
FKID007127,vehicle_breakdown,West of Chord Road,Dr RajkumarRd-10thCrossRdJunc,119.55588141666667,1,quick_clear
FKID007128,vehicle_breakdown,Non-corridor,LinkRoadMalleswaramJunc,8.934634983333332,0,severe
FKID007129,others,CBD 2,PoliceTimmaiahCircle(GPO),14.216740750000001,1,quick_clear
FKID007133,vehicle_breakdown,Bellary Road 1,LRDE Junction,143.33777285,1,quick_clear
FKID007136,others,Bellary Road 2,BagalurCrossJunc,1369.8670542833331,2,extreme
FKID007137,construction,Non-corridor,BucheryJunction,40321.48165,3,moderate
FKID007140,vehicle_breakdown,Tumkur Road,SRS Peenya Junc,18.016688283333334,1,quick_clear
FKID007159,vehicle_breakdown,ORR West 1,MysoreRd-RingRdJunc(Nayandanahallii),78.36581535,1,quick_clear
FKID007160,others,Non-corridor,K H Road-SiddaiahRdJunc(BMTC-BigBazaar),261.85771654999996,0,severe
FKID007161,procession,Magadi Road,LeprosyhospitalJunc,85.82538333333333,1,quick_clear
FKID007162,vehicle_breakdown,Tumkur Road,JalahalliCross(SM Circle),22.33721543333333,1,quick_clear
FKID007167,others,Non-corridor,"PriyadarshiniHotel,Jayamahal,RT Nagar",4163.109783466667,0,severe
FKID007169,vehicle_breakdown,Bellary Road 2,YelhankaBypass,41.04432583333333,1,quick_clear
FKID007170,vehicle_breakdown,Bellary Road 1,HebbalFlyoverJunc,25.451136216666665,1,quick_clear
FKID007174,vehicle_breakdown,Tumkur Road,YeshwanthpuraCircle,22.74252915,1,quick_clear
FKID007175,construction,ORR North 1,HebbalFlyoverJunc,325.6833299666667,2,extreme
FKID007176,construction,Bellary Road 2,SantheCircle,599.8897666666667,2,extreme
FKID007179,vehicle_breakdown,Tumkur Road,GokuldasImagesJunc,119.13968028333333,1,quick_clear
FKID007180,vehicle_breakdown,Non-corridor,K R Circle,96.72711803333333,3,moderate
FKID007182,vehicle_breakdown,Mysore Road,PoliceCornerJunc,46.37537601666667,1,quick_clear
FKID007184,others,Old Airport Road,ISRO Junction-Airport rd,4300.172757016667,2,extreme
FKID007185,vehicle_breakdown,Bellary Road 2,JakkurCrossJunction,34.49597188333333,1,quick_clear
FKID007187,vehicle_breakdown,Non-corridor,HainsJunc,70.5850728,0,severe
FKID007189,tree_fall,Non-corridor,SandeepUnnikrishnan-Yelhanka,5198.000742266667,3,moderate
FKID007192,accident,Tumkur Road,HesaraghattaJunction,23.807276100000003,1,quick_clear
FKID007194,others,Mysore Road,SiddalingaiahCircle,32.59866376666667,3,moderate
FKID007196,vehicle_breakdown,Non-corridor,MICO Bande,8.523106283333332,0,severe
FKID007199,vehicle_breakdown,Hosur Road,Bommanahalli,23.53905478333333,1,quick_clear
FKID007200,vehicle_breakdown,Non-corridor,ShantalaJunction,91.42637688333333,0,severe
FKID007204,others,West of Chord Road,CholurpalyaJunction(MagadiRd),64.12804031666667,1,quick_clear
FKID007206,pot_holes,Hosur Road,CMP GateJunc,1654.8833694166667,2,extreme
FKID007208,vehicle_breakdown,Tumkur Road,JalahalliCross(SM Circle),72.97621806666666,1,quick_clear
FKID007209,vehicle_breakdown,Tumkur Road,JalahalliCross(SM Circle),8.114047366666666,1,quick_clear
FKID007210,vehicle_breakdown,Mysore Road,ShivajiTalkiesJunc,47.98083691666667,1,quick_clear
FKID007213,procession,Magadi Road,LeprosyhospitalJunc,59.50666666666667,3,moderate
FKID007215,procession,Non-corridor,KCG HospitalJunction,10.737449999999999,3,moderate
FKID007217,vehicle_breakdown,Non-corridor,Devasandra(k r puram),31.247457216666664,0,severe
FKID007220,vehicle_breakdown,Magadi Road,Sumanhalli,145.14514806666665,1,quick_clear
FKID007222,vehicle_breakdown,Non-corridor,ShivandaCircle,45.685754933333335,0,severe
FKID007224,vehicle_breakdown,Non-corridor,BTM16thMain-ORR Junc,33.111599733333335,0,severe
FKID007225,road_conditions,Non-corridor,UttarahalliJunction,5080.9668607,0,severe
FKID007226,vehicle_breakdown,Mysore Road,K R MarketJunction,107.22244468333334,3,moderate
FKID007227,vehicle_breakdown,Non-corridor,BMTCJunction-K H Road,129.90277936666666,0,severe
FKID007228,vehicle_breakdown,Tumkur Road,GoruguntepalyaJunc,38.30340338333333,1,quick_clear
FKID007229,vehicle_breakdown,Mysore Road,SatteliteBusStandJunc,36.22502158333334,1,quick_clear
FKID007231,vehicle_breakdown,Non-corridor,HoodiJunction,67.44224876666667,3,moderate
FKID007233,vehicle_breakdown,Mysore Road,BangaloreBodyBuildersJunc,8.948683866666666,1,quick_clear
FKID007234,vehicle_breakdown,ORR North 1,RamamurthyNagarJunction,108.81123375,1,quick_clear
FKID007235,vehicle_breakdown,West of Chord Road,VijayanagarBusStandJunction,32.680638949999995,1,quick_clear
FKID007236,vehicle_breakdown,Bellary Road 1,MekhriCircle,83.49164651666666,1,quick_clear
FKID007238,vehicle_breakdown,Non-corridor,LalbaghMainGateJunc,44.92332695,0,severe
FKID007239,vehicle_breakdown,Tumkur Road,GoruguntepalyaJunc,17.107073166666666,1,quick_clear
FKID007241,vehicle_breakdown,ORR West 1,ItmaduJunction,89.23145795,1,quick_clear
FKID007243,vehicle_breakdown,Mysore Road,PoliceCornerJunc,77.87683966666667,1,quick_clear
FKID007244,construction,Hennur Main Road,Nagavara-ORR Junction,5760.04375,2,extreme
FKID007245,congestion,Non-corridor,Marigowda-TavarkereRdJunc,115.82626488333334,0,severe
FKID007246,vehicle_breakdown,Mysore Road,UlsoorGateJunc,12.5486632,1,quick_clear
FKID007248,procession,Magadi Road,LeprosyhospitalJunc,1.7318844333333334,3,moderate
FKID007249,procession,Magadi Road,LeprosyhospitalJunc,259.4193666666667,3,moderate
FKID007250,others,West of Chord Road,ShivanahalliJunctionWOC,178.83197656666667,3,moderate
FKID007251,vehicle_breakdown,Mysore Road,Dr TCM RoyanRd near AmbedkarStatue,9.021378633333335,1,quick_clear
FKID007252,vehicle_breakdown,Non-corridor,Dr RajkumarRd-10thCrossRdJunc,78.58230435,0,severe
FKID007253,vehicle_breakdown,Tumkur Road,GoruguntepalyaJunc,9.170079249999999,1,quick_clear
FKID007255,vehicle_breakdown,Tumkur Road,HesaraghattaJunction,63.1243505,1,quick_clear
FKID007259,vehicle_breakdown,Non-corridor,WilsonGarden12thCrossJunc,47.84910341666667,0,severe
FKID007260,others,Non-corridor,K R Circle,85.23560838333333,0,severe
FKID007261,vehicle_breakdown,Mysore Road,CashPharmacyJunction,50.35936076666667,1,quick_clear
FKID007262,vehicle_breakdown,Bellary Road 1,HebbalFlyoverJunc,7.1787815833333335,1,quick_clear
FKID007264,pot_holes,Bannerghata Road,ArakereGateJunc,45192.06888608333,2,extreme
FKID007266,others,Non-corridor,Devasandra(k r puram),40814.06056136666,0,severe
FKID007267,vehicle_breakdown,Airport New South Road,HennurRoad-ORR Junc,91.12731314999999,1,quick_clear
FKID007270,accident,Non-corridor,VeerasandraGateJunction,89.56093413333333,0,severe
FKID007272,vehicle_breakdown,Bellary Road 1,MekhriCircle,118.03214865,1,quick_clear
FKID007274,vehicle_breakdown,Non-corridor,DairyCircle,73.55559968333334,0,severe
FKID007276,vehicle_breakdown,Hosur Road,UCO Bank(Forum),117.19740893333332,1,quick_clear
FKID007277,vehicle_breakdown,Hosur Road,Kudlu Gate Junc,57.670317733333334,1,quick_clear
FKID007278,road_conditions,Non-corridor,BloodBankCircle,28566.849271866668,0,severe
FKID007282,vehicle_breakdown,Hosur Road,SilkBoardJunc,40.683018700000005,1,quick_clear
FKID007290,vehicle_breakdown,Bellary Road 1,MekhriCircle,8.499521283333333,1,quick_clear
FKID007293,vehicle_breakdown,Bannerghata Road,HulimaveRd-BanneraghattaRdJunc,50.30348728333333,1,quick_clear
FKID007295,vehicle_breakdown,Mysore Road,BangaloreBodyBuildersJunc,42.29887403333333,1,quick_clear
FKID007297,vehicle_breakdown,Mysore Road,BangaloreBodyBuildersJunc,41.14270663333333,1,quick_clear
FKID007298,accident,Bellary Road 2,JakkurCrossJunction,16.90388255,1,quick_clear
FKID007300,vehicle_breakdown,Mysore Road,SatteliteBusStandJunc,2.1127926833333333,1,quick_clear
FKID007306,vehicle_breakdown,Bannerghata Road,DairyCircle,21.371302766666666,1,quick_clear
FKID007307,vehicle_breakdown,Mysore Road,TownhallJunction,12.958737216666666,1,quick_clear
FKID007308,others,Mysore Road,KIMCO Junction,75.1166929,1,quick_clear
FKID007310,vehicle_breakdown,Mysore Road,SiddalingaiahCircle,35.96668218333333,1,quick_clear
FKID007311,vehicle_breakdown,Mysore Road,SiddalingaiahCircle,3.5082734833333333,1,quick_clear
FKID007312,vehicle_breakdown,Bellary Road 2,YelhankaCircle,6.02780025,1,quick_clear
FKID007313,vehicle_breakdown,Bellary Road 1,MekhriCircle,5.650573433333333,1,quick_clear
FKID007324,road_conditions,Non-corridor,UttarahalliJunction,835.9154337666666,0,severe
FKID007325,vehicle_breakdown,Non-corridor,Devasandra(k r puram),59.644378100000004,0,severe
FKID007331,vehicle_breakdown,Non-corridor,CommandoHospitalJunc,37.04358068333333,0,severe
FKID007334,vehicle_breakdown,Non-corridor,DevangaHostelJunction,14.661843316666667,0,severe
FKID007335,vehicle_breakdown,Varthur Road,KundanahalliGateJunc,11.872288033333332,1,quick_clear
FKID007336,vehicle_breakdown,Old Madras Road,BegumMahalJunc,84.41191578333334,1,quick_clear
FKID007339,others,Non-corridor,K R Circle,47.220114566666666,0,severe
FKID007340,construction,Bellary Road 2,SadahalliGateJunc(AirportRd),134.01126233333332,1,quick_clear
FKID007346,vehicle_breakdown,Bannerghata Road,JayadevaHospitalJunc,13.843773283333332,1,quick_clear
FKID007347,others,West of Chord Road,KIMCO Junction,5701.036227866667,2,extreme
FKID007348,vehicle_breakdown,CBD 1,TyagiHengalvarayaJunc(DickensonRd),55.216074733333336,1,quick_clear
FKID007351,tree_fall,Non-corridor,YediyurMeternityHospital,53.0065693,3,moderate
FKID007353,vehicle_breakdown,ORR North 1,HoramavuJunction,109.08034831666667,1,quick_clear
FKID007359,vehicle_breakdown,Tumkur Road,TumkurRdMarappanapalyaJunc,20.733621333333335,1,quick_clear
FKID007363,vehicle_breakdown,Non-corridor,BhashyamCircle-SadashivNagar,38.57169646666667,0,severe
FKID007364,construction,Bellary Road 2,BagalurCrossJunc,146.81543166666668,1,quick_clear
FKID007366,accident,Non-corridor,South end circle,18.1937805,0,severe
FKID007367,vehicle_breakdown,West of Chord Road,KIMCO Junction,30.792283566666665,1,quick_clear
FKID007368,accident,Hosur Road,AdugodiJunc,2.026038183333333,1,quick_clear
FKID007372,vehicle_breakdown,Tumkur Road,Chokasandra (Tumkur road),44.7709926,1,quick_clear
FKID007378,vehicle_breakdown,Mysore Road,K R MarketJunction,2.852992233333333,3,moderate
FKID007379,vehicle_breakdown,West of Chord Road,TumkurRdMarappanapalyaJunc,61.04067213333334,1,quick_clear
FKID007380,vehicle_breakdown,Tumkur Road,GokuldasImagesJunc,17.515266066666666,1,quick_clear
FKID007382,vehicle_breakdown,Old Madras Road,Shivajinagar(BRV)Junction,108.22453145,1,quick_clear
FKID007383,others,Hennur Main Road,Nagavara-ORR Junction,217.64204871666666,1,quick_clear
FKID007384,vehicle_breakdown,Mysore Road,BangaloreBodyBuildersJunc,19.045456016666666,1,quick_clear
FKID007386,vehicle_breakdown,Hosur Road,Marigowda-TavarkereRdJunc,63.30696068333334,1,quick_clear
FKID007390,vehicle_breakdown,Old Madras Road,TrinityCircle,98.99271175,1,quick_clear
FKID007393,vehicle_breakdown,Tumkur Road,JalahalliCross(SM Circle),80.04287316666667,1,quick_clear
FKID007395,vehicle_breakdown,West of Chord Road,5thMainRPC Layout-Vijayanagar,52.70662574999999,1,quick_clear
FKID007396,vehicle_breakdown,CBD 2,PoliceTimmaiahCircle(GPO),52.0706338,1,quick_clear
FKID007397,vehicle_breakdown,Mysore Road,MotherTeressaCircle,14.00793095,1,quick_clear
FKID007398,vehicle_breakdown,Tumkur Road,GokuldasImagesJunc,21.827275766666666,1,quick_clear
FKID007400,vehicle_breakdown,Mysore Road,SatteliteBusStandJunc,32.07267888333333,1,quick_clear
FKID007402,vehicle_breakdown,Non-corridor,GangammagudiJunc,4.56995985,0,severe
FKID007403,others,Non-corridor,"Jayanagar 4th main,36th cross",249.60434840000002,0,severe
FKID007407,vehicle_breakdown,Magadi Road,LeprosyhospitalJunc,12.483802816666667,1,quick_clear
FKID007409,vehicle_breakdown,Magadi Road,Sumanhalli,111.84865853333334,1,quick_clear
FKID007411,vehicle_breakdown,Magadi Road,Sumanhalli,30.268775783333336,1,quick_clear
FKID007413,vehicle_breakdown,Non-corridor,RRR(Okalipuram)Junction,69.81026415,0,severe
FKID007418,vehicle_breakdown,Non-corridor,StateBankofMysoreJunc,42.39773146666666,0,severe
FKID007420,vehicle_breakdown,ORR West 1,KatriguppeJunction,38.30005405,1,quick_clear
FKID007423,vehicle_breakdown,Hosur Road,AyyappaTempleJunc,49.44120266666666,1,quick_clear
FKID007431,vehicle_breakdown,Bellary Road 2,SantheCircle,69.21877518333334,3,moderate
FKID007432,vehicle_breakdown,Non-corridor,LinkRoadMalleswaramJunc,30.86997373333333,0,severe
FKID007434,others,Tumkur Road,PeenyaPoliceStation,2644.8609572,2,extreme
FKID007435,vehicle_breakdown,Airport New South Road,HennurRoad-ORR Junc,107.1355658,1,quick_clear
FKID007437,others,Mysore Road,SatteliteBusStandJunc,9569.963386149999,2,extreme
FKID007439,vehicle_breakdown,Non-corridor,RingRoad-UllalJunction,52.883968483333334,0,severe
FKID007441,vehicle_breakdown,Old Madras Road,MayohallJunction,65.14124903333332,1,quick_clear
FKID007443,others,Tumkur Road,YeshwanthpuraCircle,8118.740448533334,2,extreme
FKID007445,vehicle_breakdown,Non-corridor,KrishnaFlourMill,37.56076245,0,severe
FKID007446,vehicle_breakdown,Non-corridor,RajeshwariJunc,67.65367151666666,0,severe
FKID007448,vehicle_breakdown,Non-corridor,MaharajaJunction,33.47803065,0,severe
FKID007449,vehicle_breakdown,Hosur Road,CMP GateJunc,113.5855103,3,moderate
FKID007450,protest,Mysore Road,MotherTeressaCircle,30.6651656,1,quick_clear
FKID007458,vehicle_breakdown,Mysore Road,toll gate mysore road,75.1806598,1,quick_clear
FKID007459,vehicle_breakdown,Mysore Road,SatteliteBusStandJunc,21.039561,1,quick_clear
FKID007462,road_conditions,Non-corridor,UttarahalliJunction,737.9011989666667,0,severe
FKID007464,others,Hosur Road,CMP GateJunc,514.82014045,2,extreme
FKID007472,vehicle_breakdown,Tumkur Road,GokuldasImagesJunc,88.48042575,1,quick_clear
FKID007475,vehicle_breakdown,Non-corridor,BMTCJunction-K H Road,25.391993083333332,0,severe
FKID007477,vehicle_breakdown,Non-corridor,KhodaysCircle(DV UrsCircle),152.09387653333334,0,severe
FKID007480,vehicle_breakdown,Mysore Road,SirsiCircle,6.5506378666666665,1,quick_clear
FKID007485,others,Non-corridor,EliteJunc,49.2566289,0,severe
FKID007487,public_event,Non-corridor,BinnyMillJunction,119.51389999999999,3,moderate
FKID007488,vehicle_breakdown,Tumkur Road,HesaraghattaJunction,39.017603816666664,1,quick_clear
FKID007489,others,Non-corridor,ChaudrayaCircle/UdayaTVCircle(CantonmentJunc),48.781621566666665,0,severe
FKID007494,vehicle_breakdown,Tumkur Road,TataInstituteCircle,84.45260125,1,quick_clear
FKID007496,vehicle_breakdown,Mysore Road,TownhallJunction,12.8051816,3,moderate
FKID007499,vehicle_breakdown,Magadi Road,LeprosyhospitalJunc,98.5958793,1,quick_clear
FKID007505,vehicle_breakdown,Non-corridor,GopalGowdaJUnc,64.04493938333333,0,severe
FKID007509,others,Non-corridor,EliteJunc,136.34130586666666,0,severe
FKID007510,vehicle_breakdown,Non-corridor,SandeepUnnikrishnan-Yelhanka,20.333616316666667,0,severe
FKID007513,others,Mysore Road,SatteliteBusStandJunc,1009.0097056333333,2,extreme
FKID007514,vehicle_breakdown,ORR West 1,KatriguppeJunction,58.62555233333333,1,quick_clear
FKID007521,vehicle_breakdown,Tumkur Road,TumkurRdMarappanapalyaJunc,10.109160483333334,1,quick_clear
FKID007527,vehicle_breakdown,Non-corridor,MillCornerRd-SampigeRdJunc,113.74449883333334,0,severe
FKID007531,vehicle_breakdown,ORR North 1,YeshwanthpuraCircle,31.18116183333333,1,quick_clear
FKID007532,vehicle_breakdown,Mysore Road,UniversityJunc(Janabharti),19.299157533333336,1,quick_clear
FKID007534,vehicle_breakdown,Bellary Road 2,YelhankaBypass,73.59852533333333,1,quick_clear
FKID007536,vehicle_breakdown,Bellary Road 2,YelhankaBypass,78.13917339999999,1,quick_clear
FKID007537,others,Hosur Road,JohnsonMarket,11069.819042733334,3,moderate
FKID007542,vehicle_breakdown,Non-corridor,StateBankofMysoreJunc,24.724994433333332,0,severe
FKID007543,vehicle_breakdown,Mysore Road,toll gate mysore road,22.789760966666666,1,quick_clear
FKID007546,vehicle_breakdown,Non-corridor,Devasandra(k r puram),32.0253361,3,moderate
FKID007547,vehicle_breakdown,Bellary Road 2,YelhankaCircle,108.3117811,1,quick_clear
FKID007548,others,Hennur Main Road,Nagavara-ORR Junction,6290.720822316666,2,extreme
FKID007549,vehicle_breakdown,Bellary Road 2,YelhankaCircle,99.97760308333334,1,quick_clear
FKID007553,others,Non-corridor,K R Circle,7085.860700483333,0,severe
FKID007556,vehicle_breakdown,Non-corridor,JP Nagar 9th cross-24th main jn,114.12928961666667,0,severe
FKID007557,others,Bellary Road 2,YelhankaCircle,510.95003963333335,2,extreme
FKID007558,others,Bellary Road 1,MekhriCircle,10.293404816666667,1,quick_clear
FKID007560,construction,IRR(Thanisandra road),BDA Junctio-Koramangala,64.20182368333333,3,moderate
FKID007561,vehicle_breakdown,Mysore Road,PoliceCornerJunc,18.165073833333334,1,quick_clear
FKID007562,accident,ORR East 1,IbblurJunction',34.19998446666667,1,quick_clear
FKID007563,accident,ORR East 1,IbblurJunction',36.9388623,1,quick_clear
FKID007564,vehicle_breakdown,Non-corridor,Ring road-Near Kengunte Junction,39.72012806666667,0,severe
FKID007566,vehicle_breakdown,Bellary Road 1,HebbalFlyoverJunc,25.16234988333333,1,quick_clear
FKID007567,vehicle_breakdown,Non-corridor,GangammagudiJunc,43.97861021666667,0,severe
FKID007568,vehicle_breakdown,Non-corridor,KonanakunteJunction(KanakapurarRd),34.984809266666666,0,severe
FKID007569,others,Mysore Road,OperaHouseJunc,799.62619265,3,moderate
FKID007571,vehicle_breakdown,Bellary Road 2,YelhankaCircle,9.80724695,1,quick_clear
FKID007573,construction,Bellary Road 2,SantheCircle,487.25248725,3,moderate
FKID007574,vehicle_breakdown,West of Chord Road,KIMCO Junction,93.61899465,1,quick_clear
FKID007575,procession,Non-corridor,Marigowda-TavarkereRdJunc,32.37109683333333,0,severe
FKID007578,vehicle_breakdown,Hosur Road,AyyappaTempleJunc,32.954886933333334,1,quick_clear
FKID007581,construction,Non-corridor,BTM16thMain-ORR Junc,69.89645,0,severe
FKID007582,vehicle_breakdown,Non-corridor,BloodBankCircle,4.599644433333333,0,severe
